,fighter,height,reach,stance,dob,fighter_id
3157,Cole Smith,71.0,67.0,Orthodox,,56709e66f1c6008f
3158,Nate Smith,66.0,69.0,Switch,,0bbb69f69c9a2eea
3159,Walter Smith-Cotito,68.0,,,,625b65b45c1c6888
3160,Justin Smitley,,,,,c5776fa8f4bf77aa
3161,Dmitrii Smoliakov,74.0,74.0,Switch,,75afb06215a07341
3162,Louis Smolka,69.0,68.0,Orthodox,,d2bc285ead803db0
3163,Shimon Smotritsky,74.0,74.0,Orthodox,,1b0491ef0f9c965e
3164,Richie Smullen,69.0,68.0,Orthodox,,f75c5ca0d91b9115
3165,Devin Smyth,70.0,72.0,Switch,,7684c8137b4545ba
3166,Denis Sobolev,75.0,,Orthodox,,03b1e846b09f721d
3167,Peter Sobotta,72.0,75.0,Southpaw,,1fcfc3709fe58151
3168,Renato Sobral,73.0,75.0,Orthodox,,d468288756ae3982
3169,Rameau Thierry Sokoudjou,70.0,78.0,Orthodox,,d1152823307d7e7c
3170,Joe Solecki,69.0,70.0,Orthodox,,af65aa688d13eedf
3171,Chris Solomon,71.0,,,,324c7a749128df8d
3172,Joe Son,64.0,,Orthodox,,83b743fedde154fb
3173,Paul Song,,,,,9775eabcb1be1a00
3174,Song Kenan,72.0,71.0,Orthodox,,32490e80ddab1e5a
3175,Song Yadong,68.0,67.0,Orthodox,,efb96bf3e9ada36f
3176,Chael Sonnen,73.0,73.0,Southpaw,,48d1f690b763934c
3177,Cody Sons,69.0,,,,3324129f3745b300
3178,Jin Soo Son,66.0,69.0,Orthodox,,7c9c6a884be167fe
3179,Emiliano Sordi,74.0,,Orthodox,,4c9b84d559822830
3180,Sean Soriano,69.0,70.0,Orthodox,,bd5403efbaa445c0
3181,Punahele Soriano,71.0,72.0,Southpaw,,64facb6cc564262d
3182,Dmitry Sosnovskiy,75.0,77.0,Orthodox,,85ff1b9471d35238
3183,Ben Sosoli,72.0,72.0,Southpaw,,326f94d6cfb1bf25
3184,Krzysztof Soszynski,73.0,77.0,Open Stance,,59583ff832fe9d68
3185,George Sotiropoulos,70.0,71.0,Orthodox,,896c322f56b8be5a
3186,Greg Soto,71.0,73.0,Orthodox,,9c669abd35b2522f
3187,Alex Soto,68.0,,Southpaw,,d18dbcb0f8e2b55d
3188,Joe Soto,66.0,65.0,Orthodox,,a4e85a58fbce64b2
3189,Mario Soto,72.0,,,,cac3aaa66c20bee1
3190,Andre Soukhamthath,69.0,70.0,Orthodox,,d0e50a3d1b250708
3191,Mario Sousa,75.0,79.0,Orthodox,,72782745eb47161a
3192,Bobby Southworth,74.0,,Orthodox,,aee8eecfc4bfb1e7
3193,Jacare Souza,73.0,72.0,Orthodox,,7a703c565ccaa18f
3194,Edimilson Souza,72.0,74.0,Orthodox,,6c7020b859c7a3ce
3195,Livinha Souza,63.0,63.0,Orthodox,,dab8cfbb6b1db10a
3196,Bruno Souza,70.0,70.0,Orthodox,,0e5c4e72237461bb
3197,Charon Spain,69.0,,,,c278e8843b8abfec
3198,Chris Spang,74.0,,Orthodox,,411d012af19ecb59
3199,Andreas Spang,73.0,,,,b9eb5b4ed07d1525
3200,Ryan Spann,77.0,79.0,Orthodox,,a67f5afa8d6a1b80
3201,Ron Sparks,77.0,,,,743fd9080892501d
3202,Tommy Speer,70.0,71.0,Orthodox,,1411c630ba711b64
3203,Patrick Speight,73.0,,Orthodox,,ae4650eb56ab6a11
3204,Sean Spencer,70.0,74.0,Orthodox,,ab850a77a0fa487d
3205,Felicia Spencer,66.0,68.0,Orthodox,,39d91e95949de3d9
3206,Sam Spengler,71.0,,Orthodox,,221b2a3070c7ce3e
3207,Nick Sperling,,,,,7d68f3bec89e08ec
3208,Mario Sperry,74.0,,Orthodox,,5f2197acaba7d5ef
3209,Eric Spicely,73.0,73.0,Orthodox,,b9664eae2ac75262
3210,Waachiim Spiritwolf,68.0,,,,71caa995674203aa
3211,Daniel Spitz,79.0,82.0,Orthodox,,f86cb5f25d545e0e
3212,Serghei Spivac,75.0,78.0,Orthodox,,e2f6b2769aaedd6c
3213,Daniel Spohn,76.0,79.0,Southpaw,,87f3bbf52e6c9dc9
3214,Pete Spratt,69.0,,Orthodox,,c3ea8deeba00462b
3215,Austin Springer,68.0,71.0,Orthodox,1987-05-12,37cc294027f55e4d
3216,Georges St-Pierre,71.0,76.0,Orthodox,1981-05-19,6506c1d34da9c013
3217,Bobby Stack,69.0,,Orthodox,,6436029b50a9c255
3218,Andreas Stahl,71.0,,Orthodox,1988-05-20,69a400af4420cd6a
3219,Ron Stallings,74.0,75.0,Southpaw,,6dd758d34da8d254
3220,Cody Stamann,66.0,64.0,Orthodox,,bf7ad5628363eec9
3221,Cristina Stanciu,63.0,,Orthodox,,175852708cb55776
3222,Brian Stann,73.0,74.0,Orthodox,,579fcdfcabd23a7b
3223,Josh Stansbury,74.0,74.0,Orthodox,,30ea504870f8597b
3224,Dion Staring,73.0,,Orthodox,,289a57039d742bfe
3225,Lucas Stark,,,,,93e4754d0984c82f
3226,Clifford Starks,72.0,78.0,Orthodox,,5abf827d62f98fee
3227,Kalib Starnes,75.0,74.0,Orthodox,,c8136ab8aa32c974
3228,Laureano Staropoli,73.0,71.0,Orthodox,,a12a8314adc1c1c9
3229,Damian Stasiak,65.0,70.0,Orthodox,,42a7e90605df3c8a
3230,Adam Steele,,,,,16044bd8762cf794
3231,Dominique Steele,70.0,74.0,Orthodox,,68c11c27d4d56572
3232,Ricky Steele,69.0,74.0,Orthodox,1988-05-26,09a6ed4ee97a5606
3233,Eric Steenberg,,,,,377bc9dc0b2745f9
3234,Steve Steinbeiss,75.0,75.0,Orthodox,1981-05-05,0b5b6876c2a4723f
3235,Ray Steinbeiss,71.0,,Orthodox,,6000b5ae6c462142
3236,Dmitri Stepanov,75.0,,Orthodox,,738acab0c6934dd8
3237,Jeremy Stephens,69.0,71.0,Orthodox,1986-05-25,18968f97ad34f15c
3238,Aljamain Sterling,67.0,71.0,Orthodox,,cb696ebfb6598724
3239,Marc Stevens,69.0,,,,310c4d4b2b32796b
3240,Joe Stevenson,67.0,70.0,Orthodox,,79899ecf62020f6d
3241,Maia Stevenson,64.0,62.0,Orthodox,,2fee10d5cf86bfca
3242,Luke Stewart,71.0,,Orthodox,,27b1a406ac171b19
3243,Darren Stewart,72.0,74.0,Orthodox,,a17ad5a5048e8c3f
3244,Kyle Stewart,72.0,76.0,Orthodox,,bb61823f76361297
3245,Alex Stiebling,74.0,,Southpaw,,df5a77121ba84a5d
3246,Tyler Stinson,75.0,,,,2cf520143e76cd2e
3247,Dan Stittgen,73.0,,Orthodox,,cc3147b49c7d7d92
3248,Lazar Stojadinovic,67.0,68.0,Southpaw,,4d25497994da569c
3249,Denis Stojnic,72.0,,Orthodox,,a421465acbe59c77
3250,Julija Stoliarenko,67.0,66.0,,,a78a87d8c2bbb1cb
3251,Dustin Stoltzfus,72.0,75.0,Orthodox,,71505842fb6455c3
3252,Niklas Stolze,72.0,75.0,Switch,,62f7097c04311193
3253,Ken Stone,68.0,71.0,Southpaw,,fbf0947399d14323
3254,Ryan Stonitsch,69.0,,Southpaw,,8d477c3fbe001f9d
3255,George Stork,70.0,,,,61dd409cb40d1a55
3256,Rick Story,69.0,71.0,Southpaw,,5b5307450405abf0
3257,Darko Stosic,72.0,76.0,Orthodox,,025f0b1b58fbad01
3258,Greg Stott,67.0,,Southpaw,,91181b29be041f1c
3259,Curtis Stout,73.0,,Southpaw,,e09dbbd5fe3f0fe2
3260,Sam Stout,69.0,70.0,Orthodox,,501b07aec9b8fc2d
3261,Tim Stout,71.0,,,,e1a4568fec1fc24f
3262,Jesse Strader,67.0,70.0,Orthodox,1991-05-29,8c39367b53eadf8a
3263,Gennaro Strangis,,,,,495add4fbede0a44
3264,Dave Strasser,70.0,,Orthodox,,980b4e712489098e
3265,Daniel Straus,67.0,71.0,,,15347cd4cdf01b03
3266,Gerald Strebendt,69.0,,Orthodox,,04f9fe830cf13482
3267,Sean Strickland,73.0,76.0,Orthodox,,0d8011111be000b2
3268,Mark Striegl,68.0,70.0,Southpaw,,ef1182eb28c17d4e
3269,Hans Stringer,75.0,,Orthodox,,523f6ad11dbe9b53
3270,Stefan Struve,83.0,84.0,Orthodox,,ebc1f40e00e0c481
3271,Josh Stuart,69.0,,,,601cf40c09090853
3272,Mike Stumpf,70.0,,,,c0c36a5b3d5bbdd5
3273,Kyle Sturgeon,75.0,,Switch,,d30415ec5e8783cd
3274,Tatiana Suarez,65.0,66.0,Southpaw,,b08012bbe542592a
3275,Masanori Suda,69.0,,Orthodox,,3a7513372f79c8c8
3276,Genki Sudo,69.0,,Orthodox,,99dd0147dc4ef80c
3277,Lucasz Sudolski,76.0,75.0,Orthodox,,b160e4f251283d70
3278,Daisuke Sugie,66.0,,Orthodox,,8215e4fe24e8e81b
3279,Takashi Sugiura,71.0,,Southpaw,1970-05-31,06c60fc2c8dcd7bd
3280,Naho Sugiyuma,61.0,,,,b205d4f2ff44bc89
3281,George Sullivan,72.0,73.0,Orthodox,,6c7e25571490aa3b
3282,Amar Suloev,69.0,,Orthodox,,7aa88401f93ce836
3283,Magomed Sultanakhmedov,74.0,,Southpaw,,fe1fdc6be470f773
3284,Justin Sumter,74.0,80.0,Southpaw,,31f9a1f56cbb6ac5
3285,Sumudaerji,68.0,72.0,Southpaw,,3cf18e01cb6cbde3
3286,Aji Susilo,70.0,,,,22af3546bd967280
3287,Jason Suttie,72.0,,Orthodox,,cc5834a495d1ea08
3288,Joel Sutton,71.0,,Orthodox,,a6a9ab5a824e8f66
3289,Chad Sutton,73.0,,,,556347e2b0e33979
3290,Martin Svensson,73.0,,,,bcad7223af3c19da
3291,Daniel Swain,69.0,70.0,Orthodox,,cc39185f2d7d89e4
3292,Cub Swanson,68.0,70.0,Orthodox,,d247691a6c0e9034
3293,Mike Swick,73.0,77.0,Orthodox,,9fe85152f351e737
3294,Floyd Sword,72.0,,Orthodox,,5330fe7e4c3af81c
3295,Bentley Syler,64.0,,Orthodox,,abd2109bc4cb0291
3296,Kevin Syler,69.0,71.0,Switch,,9094a881a7513de3
3297,Leo Sylvest,71.0,,Orthodox,,58a36b4ccf5dc30e
3298,Tony Sylvester,73.0,,Southpaw,,87b7df65c30008c4
3299,Tim Sylvia,80.0,80.0,Orthodox,,2a542ee8a8b83559
3300,Osamu Tachihikari,77.0,,Orthodox,,e7bc606d269896aa
3301,Amber Tackett,,,,,bb01bc3c57f39b04
3302,Eugenio Tadeu,68.0,,Orthodox,,f70144caea5c4c80
3303,Justin Tafa,72.0,74.0,Southpaw,,e13abac8089a801a
3304,Junior Tafa,,,,,c15fa95b9a12fde4
3305,Khalid Taha,65.0,69.0,Orthodox,,b4537562f88ac582
3306,Joe Taimanglo,64.0,,,,9bf126927843e184
3307,Mairbek Taisumov,69.0,73.0,Orthodox,,8f5c8850b2484173
3308,Nobuhiko Takada,72.0,,Southpaw,,a25b71fe5e31fa97
3309,Yoshiki Takahashi,71.0,,Southpaw,,6420efac0578988b
3310,Yoko Takahashi,68.0,,,,01f86e2d604e2f3c
3311,Daiju Takase,72.0,,Southpaw,,4f74c8be51db8a37
3312,Hiroyuki Takaya,66.0,,Orthodox,,0d16bdb7d32e88e9
3313,Yoshihiro Takayama,77.0,,Orthodox,,d856a0080ac09ed7
3314,Makoto Takimoto,67.0,,Southpaw,,a7724f51e32e763e
3315,Oleg Taktarov,72.0,,Orthodox,,1dc56b59cb28425d
3316,Nordine Taleb,73.0,74.0,Orthodox,,49858bf46dabf6fb
3317,Tsuyoshi Tamakairiki,72.0,,Orthodox,,eaa0a728cc91ef60
3318,Eli Tamez,67.0,,,,bfd4d50591033a1f
3319,Kiyoshi Tamura,71.0,,Southpaw,,30e8b4505f5ccf92
3320,Akitoshi Tamura,69.0,70.0,Orthodox,1980-05-31,c95fbc085e17a532
3321,Issei Tamura,65.0,63.0,Orthodox,,57bf89d42364d39e
3322,Jason Tan,70.0,,Orthodox,,ad3041e61896b975
3323,Akihito Tanaka,,,Southpaw,,1bf49bf829964144
3324,Michinori Tanaka,65.0,67.0,Orthodox,,64788ee44b062ded
3325,Evan Tanner,72.0,74.0,Orthodox,,8f2d9ee27f206f1f
3326,Manny Tapia,65.0,67.0,Orthodox,,0eec866a077889f0
3327,Gary Tapusoa,67.0,,,,37ac9e0f4fc86171
3328,Miesha Tate,66.0,65.0,Orthodox,,b96619b3acd7d9da
3329,Deividas Taurosevicius,69.0,68.0,Southpaw,,ef927e4fe2117ab8
3330,Thiago Tavares,67.0,70.0,Orthodox,,8a59d346dc976a10
3331,Jeremy Tavares,,,,,681d07e328798ec0
3332,Brad Tavares,73.0,74.0,Orthodox,,0c6d9ea8306c029e
3333,Paul Taylor,72.0,72.0,Orthodox,,9b74de674c355425
3334,Jesse Taylor,72.0,73.0,Orthodox,,dd992d569aaebee6
3335,Torrance Taylor,67.0,,,,88e53ec16b801740
3336,Louis Taylor,71.0,,Orthodox,1979-05-12,49bddfee9ed54cf3
3337,Anthony Taylor,67.0,,,,637a4d8825464c62
3338,Danielle Taylor,60.0,60.0,Orthodox,,b76c6268dc1d3c05
3339,J.T Taylor,70.0,,,,17c6e35e4da505b0
3340,James Te Huna,74.0,75.0,Orthodox,,f5431394fb284bb9
3341,Shawn Teed,77.0,,Orthodox,,5bb70ebd65075c5c
3342,Glover Teixeira,74.0,76.0,Orthodox,,7ff97850e8c32bda
3343,John Teixeira,67.0,,Orthodox,,86061eaba822bfea
3344,Ewerton Teixeira,73.0,,,,de9e331b3e6bae70
3345,Tra Telligman,74.0,,Orthodox,,1dab0d1d81dd06db
3346,Taneisha Tennant,67.0,70.0,Orthodox,,87911d22a79d3203
3347,Herman Terrado,,,,,61d6368013f8637f
3348,Dave Terrel,68.0,,Southpaw,1978-05-10,b9aa0024f295609e
3349,David Terrell,73.0,,Southpaw,,4123fd4dcc1fe937
3350,James Terry,70.0,,Orthodox,,5befa793316d3469
3351,Jeff Terry,74.0,,,,60f86c449cd31e23
3352,David Teymur,69.0,73.0,Southpaw,1989-05-01,2747c60e42d9d75f
3353,Daniel Teymur,65.0,69.0,Orthodox,,fbf0537e420e698e
3354,Motonobu Tezuka,67.0,,Southpaw,,d34636a85f0f4c90
3355,Jason Thacker,70.0,,Orthodox,,f0264252e191da22
3356,Brandon Thatch,74.0,74.0,Switch,,638cfec7ec559d6e
3357,Elias Theodorou,73.0,75.0,Orthodox,1988-05-31,34f88592c0ab7a54
3358,Nik Theotikos,,,Orthodox,,ca936c67687789e9
3359,Paulo Thiago,71.0,74.0,Orthodox,,30a09e43f15f1d75
3360,Din Thomas,69.0,,Orthodox,,40a604761ca7d64d
3361,Ryan Thomas,72.0,,Orthodox,,b732b326c362fb62
3362,Noah Thomas,69.0,,Orthodox,,319c15b8aac5bfde
3363,Joel Thomas ,70.0,,,,2b33e57c4d0a4502
3364,Treston Thomison,68.0,,,,ed5f04f833459877
3365,Nick Thompson,73.0,74.0,Orthodox,,7d3caf0f96f1b33d
3366,James Thompson,77.0,,Orthodox,,9e30f69cc0869301
3367,Oli Thompson,73.0,,Orthodox,,dcdd511ff757f15c
3368,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
3369,Josh Thomson,70.0,71.0,Orthodox,,a566371ba2ad7152
3370,Simeon Thoresen,73.0,79.0,Orthodox,,fea8acf9bfcf09ec
3371,Josh Thornburg,72.0,,,1984-05-24,083e15da67d9b0fa
3372,Gleison Tibau,70.0,71.0,Southpaw,,75e5fec9f72910ef
3373,Chris Tickle,69.0,,,,1d1b85389a05df69
3374,Nolan Ticman,66.0,,Orthodox,1988-05-17,9eb069062a0cfc13
3375,Darren Till,72.0,74.0,Southpaw,,9ce6d5a03af801b7
3376,Brett Tillis,,,,,7b461ccae8270207
3377,Ryan Tobar,,,,,57481f1f10530c61
3378,Andrew Todhunter,72.0,,Switch,,274ca7b799b402cc
3379,Dusko Todorovic,73.0,74.0,Orthodox,1994-05-19,866fd7b1a6c90e7f
3380,Hideo Tokoro,67.0,,Orthodox,,2d5fbe2103f97053
3381,Anatoly Tokov,70.0,,,,679ae8c4fd022c6b
3382,Kazuki Tokudome,71.0,73.0,Southpaw,,c4af2feb4b58bc3b
3383,Tyler Toner,68.0,70.0,Orthodox,,8e893f269d5696b2
3384,James Toney,69.0,,Orthodox,,d10b35152277cf98
3385,Masanori Tonooka,68.0,,Orthodox,,9de7c97e1c0d7927
3386,Carl Toomey,,,,,5ee87e0432205755
3387,Ilia Topuria,67.0,69.0,Orthodox,,54f64b5e283b0ce7
3388,Anthony Torres,68.0,,Orthodox,,918d9d89d4d52acc
3389,Miguel Torres,69.0,76.0,Orthodox,,33b2f68ef95252e0
3390,Ronys Torres,67.0,,Orthodox,,cce79e827569f26e
3391,Haven Torres,,,,,1ff10dee2f7ae60c
3392,Tecia Torres,61.0,60.0,Orthodox,,31ef8b67e13495b3
3393,Alex Torres,70.0,,Orthodox,1988-05-29,e4e0f310b3cf23a8
3394,Abram Torres,70.0,,,,e175a261a280f7cb
3395,Jose Torres,64.0,65.0,Orthodox,,d2036f31c035e0d1
3396,Desmond Torres,66.0,69.0,Orthodox,,971aebf56267de20
3397,Manuel Torres,70.0,73.0,,,2e7878927067fdca
3398,Salim Touahri,70.0,72.0,Orthodox,,cbf1c7ba5408a66f
3399,Dequan Townsend,75.0,79.0,Orthodox,1986-05-11,3f7dab21b6c971bc
3400,Minoru Toyonaga,71.0,,Southpaw,,04076783ca83d6ae
3401,Roberto Traven,75.0,,Orthodox,,20ec0061400178ca
3402,Bryan Travers,,,,,008cf84faae9c7a5
3403,Alexander Trevino,,,,,73abb7a5c57fb443
3404,Francisco Trevino,69.0,70.0,Orthodox,,97a6bbe6e6566a94
3405,Angelo Trevino,71.0,,Switch,,0cf9f5518d6063bb
3406,Frank Trigg,69.0,71.0,Southpaw,1972-05-07,d2d37e8eeb3abc8d
3407,Francisco Trinaldo,69.0,70.0,Southpaw,,a8283a4f415e1eb9
3408,Damien Trites,71.0,,,,cb1c09c8126dbee0
3409,Michael Trizano,71.0,71.0,Orthodox,,5bf31a46becc1204
3410,Antonio Trocoli,77.0,82.0,Orthodox,,6d48a2df51749d91
3411,Tor Troeng,74.0,,Orthodox,,8abf70f79e9e27c2
3412,Aaron Trujillo,65.0,,,,cc18abc046b382c9
3413,Reynaldo Trujillo,69.0,,,,e6b233a007cb06c4
3414,Abel Trujillo,68.0,70.0,Orthodox,,e14b5aa06eea9653
3415,Arman Tsarukyan,67.0,72.0,Orthodox,,eae48ff31db420c2
3416,Chris Tuchscherer,74.0,76.0,Orthodox,,df05aa15b2d66f57
3417,Jon Tuck,71.0,73.0,Orthodox,,53ec9cb470e1a4ea
3418,Gavin Tucker,66.0,66.0,Southpaw,,da816417a579a0bd
3419,Jumabieke Tuerxun,67.0,,Orthodox,,1ed32eaaba9ffe10
3420,Tom Tuggle,74.0,,Orthodox,,b9aa7d230865b5fe
3421,Blair Tugman,72.0,,,,63f8775391301891
3422,Tai Tuivasa,74.0,75.0,Southpaw,,c62fbc117d57b943
3423,Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
3424,Teila Tuli,72.0,,Orthodox,,96eff1a628adcc7f
3425,Albert Tumenov,71.0,73.0,Orthodox,,ff6a1f63c254127e
3426,Maimaiti Tuohati,,,,,31319179c9b1e6e7
3427,Ricky Turcios,69.0,71.0,Orthodox,,cd3d7e37ff2d679c
3428,Anton Turkalj,76.0,,,,82529ce93cd9a2cf
3429,Wellington Turman,72.0,72.0,Orthodox,,4dcfb28c011c11b2
3430,Courtney Turner,74.0,,,,56f4b81ec4db61af
3431,Jalin Turner,75.0,77.0,Southpaw,1995-05-18,4d8fa64202cee4c1
3432,Austin Tweedy,69.0,,Orthodox,,885adaff8fe15cf7
3433,Marcin Tybura,75.0,78.0,Orthodox,,c9cf753cfdf77fc2
3434,Alberto Uda,75.0,,Orthodox,,8f2deefe8c5dfb5d
3435,Ryuki Ueyama,71.0,,Southpaw,,bcd124bcd3d5be46
3436,Christian Uflacker,71.0,,,,10ccf4ec9913cadc
3437,Andy Uhrich,72.0,,,,4a1a492f299581d9
3438,Tagir Ulanbekov,67.0,70.0,Southpaw,,f00ac08ab056af5d
3439,Carlos Ulberg,76.0,77.0,Orthodox,,9014c02eff8b3d62
3440,Gasan Umalatov,71.0,71.0,Orthodox,,7a39bbac8cc0fa70
3441,Jeremy Umphries,,,,,4793a2d90f5ab8ae
3442,Zach Underwood,74.0,,,,1e310618d02ff93b
3443,Caol Uno,67.0,70.0,Southpaw,1975-05-08,eb1723480fa2f96c
3444,Kengo Ura,69.0,,,,58258914525740a5
3445,Logan Urban,72.0,72.0,Orthodox,,5e23f30e9c6ed74e
3446,Hector Urbina,71.0,73.0,Orthodox,,4b8fb0453a596b8e
3447,Elias Urbina,75.0,77.0,Southpaw,,47fcdcaccb58ca80
3448,Gilbert Urbina,75.0,75.0,Orthodox,,b12fb759e02378de
3449,Nick Urso,66.0,66.0,Southpaw,,e78c4c3d329c531b
3450,Yasuhiro Urushitani,65.0,,Southpaw,,c34e5849184b08c3
3451,Kamaru Usman,72.0,76.0,Switch,1987-05-11,f1b2aa7853d1ed6e
3452,Darren Uyenoyama,66.0,65.0,Orthodox,,6546af7ab545b90c
3453,Richie Vaculik,66.0,69.0,Orthodox,,54578e5927adea53
3454,Egidijus Valavicius,72.0,,Orthodox,,fc1868f56d3036eb
3455,Genaro Valdez,69.0,72.0,Orthodox,,cda1099995b46cc2
3456,Charlie Valencia,63.0,64.0,Orthodox,,8a0be41c0380188d
3457,Victor Valenzuela,70.0,,,,de277a4abcfeea46
3458,Timur Valiev,66.0,67.0,Orthodox,,45e738622ea2c02c
3459,Victor Valimaki,72.0,,Orthodox,,663b76da637402c3
3460,Andrew Valladerez,,,,,2a898bf9fb7710b3
3461,Isaac Vallie-Flagg,68.0,70.0,Orthodox,,c295de4e10acd4c9
3462,Mike van Arsdale,74.0,,Switch,,2ee09ec2a0695eb9
3463,Matt Van Buren,77.0,,,,7b39035fae7268b8
3464,Brianna Van Buren,60.0,62.0,Southpaw,,b53c46f613f6f248
3465,Ron van Clief,70.0,,Orthodox,,23ab42947c1990e3
3466,Lloyd Van Dams,73.0,,Southpaw,,02177caefe7c07d4
3467,Cameron VanCamp,74.0,,Switch,,87e2468b986ebb79
3468,Chad Vance,72.0,,Orthodox,,26d61e92a6069cd2
3469,Jared Vanderaa,76.0,80.0,Orthodox,1992-05-12,2b68d9f125d07b42
3470,Austin Vanderford,71.0,,Orthodox,,32c3ee378671a5d9
3471,Lando Vannata,69.0,71.0,Orthodox,,f9b200db02b488d9
3472,Paige VanZant,64.0,65.0,Orthodox,,4d5197f331c47290
3473,Paul Varelans,80.0,,Orthodox,,07a18ae55dfc3cd9
3474,Kazula Vargas,68.0,71.0,Southpaw,,ec18eb918121787c
3475,Jamie Varner,68.0,71.0,Orthodox,,a54fc2d6fc224dc3
3476,Guilherme Vasconcelos,72.0,,Orthodox,,d6d5da3c209884bc
3477,Linton Vassell,76.0,,,,a148dfe3485be79d
3478,Billy Vaughan,66.0,,,,61428ed51f5ff465
3479,Yuri Vaulin,76.0,,Southpaw,,4679a38cced7c64a
3480,Javier Vazquez,67.0,69.0,Southpaw,,be5cfd73617a5b1a
3481,Manny Vazquez,70.0,72.0,Orthodox,,8d4d25fd9218860b
3482,Matt Veach,71.0,,Orthodox,1981-05-31,5731cc327790b731
3483,Joe Vedepo,72.0,,Orthodox,,d35c3ed553b71fa2
3484,Kelly Velasco,69.0,,Orthodox,1995-05-21,93c9897f0f9f5dab
3485,Cain Velasquez,73.0,77.0,Orthodox,,0ff11cc094e887bc
3486,David Velasquez,65.0,,Orthodox,,09c44b317c98bf96
3487,Bojan Velickovic,72.0,76.0,Southpaw,,fcce75a25c14a804
3488,Karlos Vemola,72.0,75.0,Orthodox,,d23ccf4a6c221284
3489,Luigi Vendramini,68.0,73.0,Orthodox,,2f1a257d6777096d
3490,Jerrel Venetiaan,73.0,,Orthodox,,602bb270f2bdbf02
3491,Scott Ventimiglia,71.0,,,,6e62bb64f7cc5026
3492,Brandon Vera,75.0,78.0,Orthodox,,fa315e6c77eee106
3493,Kerry Vera,67.0,,Orthodox,,df0a1c1e11ad199b
3494,Marlon Vera,68.0,70.0,Switch,,7c7332319c14094c
3495,Ernie Verdicia,71.0,,Orthodox,,2b1587a3376ab743
3496,Joe Veres,67.0,,Orthodox,,c6d8ae3b016d5ad5
3497,Nikolay Veretennikov,73.0,74.0,Orthodox,,0f1efce7d2571d10
3498,CJ Vergara,66.0,68.0,Orthodox,,077e3ace32b72be9
3499,Renato Verissimo,73.0,,Orthodox,,c24b1db4b809d41b
3500,Bryan Vetell,75.0,,Southpaw,,13a0fb8fbdafb54f
3501,Marvin Vettori,72.0,74.0,Southpaw,,7acbb0972e75281a
3502,Hugo Viana,66.0,67.0,Orthodox,,f95381efb3051d81
3503,Guilherme Viana,76.0,,,,393b8e03fb410a78
3504,Polyana Viana,65.0,67.0,Orthodox,,9673a497a9da119a
3505,Vitor Vianna,,,Orthodox,,744f50016c39c26c
3506,James Vick,75.0,76.0,Orthodox,,6256b2b1562cb8e1
3507,Milton Vieira,72.0,,Orthodox,,7cf20446453f852b
3508,Reginaldo Vieira,67.0,65.0,Orthodox,,f9081770e28ea2e1
3509,Ketlen Vieira,68.0,68.0,Orthodox,,b9706f80d005036c
3510,Rodolfo Vieira,72.0,73.0,Orthodox,,260e9e0d4954aea6
3511,Steve Vigneault,70.0,,Orthodox,,6888e31ce88f5b17
3512,Alejandro Villalobos,67.0,,,,2e88f2030d8a928a
3513,DeMarco Villalona,69.0,,,,0275e33febc2818c
3514,Gian Villante,75.0,76.0,Orthodox,,fcd448a2fe1a23cc
3515,Ike Villanueva,73.0,73.0,Orthodox,,f9d0cae37dabfafc
3516,Ruben Villareal,76.0,,Orthodox,1970-05-01,39f68882def7a507
3517,Armando Villarreal,67.0,66.0,Southpaw,,454c1f0b638972ab
3518,Pablo Villaseca,67.0,,,,34f93dfbd43b2144
3519,Joey Villasenor,72.0,,Orthodox,,15515e797aedc137
3520,Danillo Villefort,73.0,,Orthodox,1983-05-08,fd87b1bbfcde9d5e
3521,Yuri Villefort,72.0,73.0,Orthodox,,0fb1e2694a39a02f
3522,Marcos Vinicius,69.0,,Orthodox,,e363b21261814830
3523,Brandon Visher,66.0,68.0,Orthodox,1984-05-06,7c4ec656d8fcb867
3524,Falaniko Vitale,70.0,,Orthodox,,445a98acb8985970
3525,Cheyanne Vlismas,63.0,63.0,Switch,,4959f10a62f3fec3
3526,Bobby Voelker,72.0,74.0,Orthodox,,fb8a3025ae722e64
3527,Alexander Volkanovski,66.0,71.0,Orthodox,,e1248941344b3288
3528,Jacob Volkmann,69.0,71.0,Southpaw,,6f81b6de2557739a
3529,Alexander Volkov,79.0,80.0,Orthodox,,279566840aa55bf2
3530,Jason Von Flue,72.0,,Orthodox,,c4b9296214f4c09c
3531,Milco Voorn,,,Orthodox,,277ffed20cf07aea
3532,Mark Vorgeas,70.0,,,,ef0344ed552d8a22
3533,Igor Vovchanchyn,68.0,,Orthodox,,7929be8290289a47
3534,James Wade,70.0,,,,6291decf7f3b6608
3535,Chris Wade,70.0,70.0,Orthodox,,c8097968da5e5f13
3536,Neil Wain,70.0,,Orthodox,,6b7bc7eaf2465387
3537,TJ Waldburger,71.0,75.0,Orthodox,,8f2939f5fd9cca1e
3538,Chase Waldon,73.0,75.0,Orthodox,,aeb6c57b9bd8bc3a
3539,Andre Walker,71.0,,Southpaw,,18944a1a6ac1becf
3540,Herschel Walker,73.0,,Orthodox,,bd92e38aef641673
3541,Donny Walker,69.0,,,,e6147d5ab3685899
