event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date
UFC Fight Night: Rodriguez vs. Waterson,0.0,hw,dec_una,3,300,3f71ac21472f994c,Maurice Greene ,Marcos Rogerio de Lima,2021-05-08
UFC Fight Night: Rodriguez vs. Waterson,0.0,lw,ko_tko,2,291,295a0bf12a7373c0,Diego Ferreira ,Gregor Gillespie,2021-05-08
UFC Fight Night: Rodriguez vs. Waterson,1.0,mw,dec_una,3,300,00fbeda449926c13,Phil Hawes ,Kyle Daukaus,2021-05-08
UFC Fight Night: Rodriguez vs. Waterson,0.0,ftw,dec_una,3,300,4ffbadfb86284af5,Ludovit Klein ,Michael Trizano,2021-05-08
UFC Fight Night: Rodriguez vs. Waterson,1.0,mw,dec_maj,3,300,8a95f0e3f9111f0c,Junyong Park ,Tafon Nchukwi,2021-05-08
UFC Fight Night: Rodriguez vs. Waterson,0.0,ww,sub,1,172,37fda56a435a9b24,Christian Aguilera ,Carlston Harris,2021-05-08
UFC Fight Night: Reyes vs. Prochazka,0.0,lhw,ko_tko,2,269,394802bb096b403e,Dominick Reyes ,Jiri Prochazka,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,1.0,ftw,ko_tko,1,63,2f82e8079ba354f4,Giga Chikadze ,Cub Swanson,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,1.0,mw,dec_una,3,300,ffd8e8575a551875,Sean Strickland ,Krzysztof Jotko,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,1.0,bw,dec_una,3,300,26202a4bd36d3fd2,Merab Dvalishvili ,Cody Stamann,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,0.0,wsw,dq,1,256,c9c79de21823d941,Randa Markos ,Luana Pinheiro,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,0.0,ftw,dec_spl,3,300,d72f9b3ac742a9e3,Kai Kamaka ,TJ Brown,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,0.0,wflw,dec_spl,3,300,2ef09c8fe29251ac,Poliana Botelho ,Luana Carolina,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,1.0,wsw,dec_una,3,300,d6b5a6ad27a730ae,Loma Lookboonmee ,Sam Hughes,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,1.0,mw,dec_una,3,300,78dc032441394331,Andreas Michailidis ,KB Bhullar,2021-05-01
UFC Fight Night: Reyes vs. Prochazka,0.0,ftw,dec_una,3,300,3d790112d2e6d851,Luke Sanders ,Felipe Colares,2021-05-01
UFC 261: Usman vs. Masvidal 2,1.0,mw,ko_tko,1,17,1820fed0fbcf6294,Uriah Hall ,Chris Weidman,2021-04-24
UFC 261: Usman vs. Masvidal 2,1.0,lhw,tko_doc,1,300,00bbcd4a6d647fdf,Anthony Smith ,Jimmy Crute,2021-04-24
UFC 261: Usman vs. Masvidal 2,0.0,ww,sub,1,170,512af32553d9bd70,Alex Oliveira ,Randy Brown,2021-04-24
UFC 261: Usman vs. Masvidal 2,1.0,ww,dec_spl,3,300,c5dfce1eaa2dc169,Dwight Grant ,Stefan Sekulic,2021-04-24
UFC 261: Usman vs. Masvidal 2,0.0,mw,sub,1,295,f5dd0a24a7dba53c,Karl Roberson ,Brendan Allen,2021-04-24
UFC 261: Usman vs. Masvidal 2,1.0,ftw,dec_una,3,300,6a7347d1da8a2b87,Pat Sabatini ,Tristan Connelly,2021-04-24
UFC 261: Usman vs. Masvidal 2,1.0,bw,ko_tko,1,50,eb5d62bda1581c62,Danaa Batgerel ,Kevin Natividad,2021-04-24
UFC 261: Usman vs. Masvidal 2,1.0,lw,dec_una,3,300,c3b8d8e7d256c307,Kazula Vargas ,Rong Zhu,2021-04-24
UFC 261: Usman vs. Masvidal 2,0.0,flw,dec_una,3,300,b5a8323de18f7e95,Aoriqileng ,Jeff Molina,2021-04-24
UFC 261: Usman vs. Masvidal 2,0.0,wsw,ko_tko,2,88,a3cde349c8e018fb,Na Liang ,Ariane Carnelossi,2021-04-24
UFC Fight Night: Whittaker vs. Gastelum,1.0,mw,dec_una,5,300,f67aa0b16e16a9ea,Robert Whittaker ,Kelvin Gastelum,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,hw,dec_una,3,300,f2c82f027201ba21,Andrei Arlovski ,Chase Sherman,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,0.0,mw,dec_una,3,300,a850ba762f3c5334,Abdul Razak Alhassan ,Jacob Malkoun,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,wflw,dec_spl,3,300,0b2c3c4306620d6d,Tracy Cortez ,Justine Kish,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,lw,dec_spl,3,300,a33ecd2c88154890,Luis Pena ,Alexander Munoz,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,hw,dec_spl,3,65,fdfe4e7cb2d0b665,Alexandr Romanov ,Juan Espino,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,wsw,dec_spl,3,300,25d4376e00b16510,Jessica Penne ,Loopy Godinez,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,0.0,mw,sub,1,120,627c0a50cff30405,Bartosz Fabinski ,Gerald Meerschaert,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,lw,dec_una,3,300,8d634c9240f161dd,Austin Hubbard ,Dakota Bush,2021-04-17
UFC Fight Night: Whittaker vs. Gastelum,1.0,bw,ko_tko,2,91,24ff385ca78c80d3,Tony Gravely ,Anthony Birchak,2021-04-17
UFC Fight Night: Vettori vs. Holland,1.0,mw,dec_una,5,300,ddd63237f1b857a6,Marvin Vettori ,Kevin Holland,2021-04-10
UFC Fight Night: Vettori vs. Holland,1.0,ftw,dec_una,3,300,71b81d8199a0fa19,Arnold Allen ,Sodiq Yusuff,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,mw,sub,2,127,646eeca9447c6965,Sam Alvey ,Julian Marquez,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,wsw,sub,1,288,0992795fd0fa06d0,Nina Nunes ,Mackenzie Dern,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,ww,dec_una,3,300,ac9a8b73e58f3d71,Mike Perry ,Daniel Rodriguez,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,lw,dec_una,3,300,e27c28928ed4390f,Jim Miller ,Joe Solecki,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,lw,ko_tko,2,82,998296216e7171ed,Scott Holtzman ,Mateusz Gamrot,2021-04-10
UFC Fight Night: Vettori vs. Holland,1.0,lw,dec_spl,3,300,7aebf01b5afc0109,John Makdessi ,Ignacio Bahamondes,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,hw,ko_tko,1,182,444f0a732695dc81,Yorgan De Castro ,Jarjis Danho,2021-04-10
UFC Fight Night: Vettori vs. Holland,0.0,bw,dec_spl,3,300,1fee9eca658d9808,Hunter Azure ,Jack Shore,2021-04-10
UFC Fight Night: Vettori vs. Holland,1.0,ftw,dec_una,3,300,93a1cd50374397c0,Luis Saldana ,Jordan Griffin,2021-04-10
UFC Fight Night: Vettori vs. Holland,1.0,lhw,dec_una,3,300,cd5d9828b278181a,Da-Un Jung ,William Knight,2021-04-10
UFC Fight Night: Vettori vs. Holland,1.0,ww,sub,2,26,3209bcfaf95de90b,Impa Kasanganay ,Sasha Palatnikov,2021-04-10
UFC 260: Miocic vs. Ngannou,0.0,ww,sub,1,236,39d188fa9b95d550,Tyron Woodley ,Vicente Luque,2021-03-27
UFC 260: Miocic vs. Ngannou,1.0,bw,ko_tko,3,232,0aa335dbc4cb3473,Sean O'Malley ,Thomas Almeida,2021-03-27
UFC 260: Miocic vs. Ngannou,0.0,wflw,dec_una,3,300,8317208cfb030ed3,Gillian Robertson ,Miranda Maverick,2021-03-27
UFC 260: Miocic vs. Ngannou,1.0,lw,ko_tko,1,46,390694c179f05c7f,Jamie Mullarkey ,Khama Worthy,2021-03-27
UFC 260: Miocic vs. Ngannou,1.0,lhw,sub,1,71,48292a027df02443,Alonzo Menifield ,Fabio Cherant,2021-03-27
UFC 260: Miocic vs. Ngannou,0.0,ww,dec_una,3,300,4b3af85b0df51d09,Jared Gooden ,Abubakar Nurmagomedov,2021-03-27
UFC 260: Miocic vs. Ngannou,0.0,lhw,dec_spl,3,300,6002c24f0b7f8cc7,Modestas Bukauskas ,Michal Oleksiejczuk,2021-03-27
UFC 260: Miocic vs. Ngannou,0.0,ftw,dec_una,3,300,2220b73ece1730c3,Shane Young ,Omar Morales,2021-03-27
UFC 260: Miocic vs. Ngannou,1.0,mw,ko_tko,3,296,41622791b276ad9e,Marc-Andre Barriault ,Abu Azaitar,2021-03-27
UFC Fight Night: Brunson vs. Holland,1.0,mw,dec_una,5,300,2efbcd870f1f7bc7,Derek Brunson ,Kevin Holland,2021-03-20
UFC Fight Night: Brunson vs. Holland,0.0,ww,ko_tko,1,140,edac9fd482177a64,Song Kenan ,Max Griffin,2021-03-20
UFC Fight Night: Brunson vs. Holland,0.0,wsw,dec_una,3,300,dd7f3f91ea6067d4,Cheyanne Vlismas ,Montserrat Conejo,2021-03-20
UFC Fight Night: Brunson vs. Holland,1.0,bw,ko_tko,3,27,afc86d1076c4c3a9,Adrian Yanez ,Gustavo Lopez,2021-03-20
UFC Fight Night: Brunson vs. Holland,1.0,hw,ko_tko,1,49,9e45cc594a5a2506,Tai Tuivasa ,Harry Hunsucker,2021-03-20
UFC Fight Night: Brunson vs. Holland,0.0,wbw,dec_una,3,300,dcfbbebc0aee6ded,Marion Reneau ,Macy Chiasson,2021-03-20
UFC Fight Night: Brunson vs. Holland,0.0,lw,ko_tko,3,299,a043e279434d5c8c,Leonardo Santos ,Grant Dawson,2021-03-20
UFC Fight Night: Brunson vs. Holland,1.0,mw,dec_una,3,300,68cf99b6551dc3b3,Trevin Giles ,Roman Dolidze,2021-03-20
UFC Fight Night: Brunson vs. Holland,1.0,bw,ko_tko,1,118,b8a0047c927faa75,Montel Jackson ,Jesse Strader,2021-03-20
UFC Fight Night: Brunson vs. Holland,1.0,flw,ko_tko,2,176,55bf7f19a132e0fc,Bruno Silva ,JP Buys,2021-03-20
UFC Fight Night: Edwards vs. Muhammad,0.0,lhw,ko_tko,1,71,4944437e73071671,Misha Cirkunov ,Ryan Spann,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,1.0,ftw,ko_tko,1,22,d15a87087b6f1452,Dan Ige ,Gavin Tucker,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,0.0,bw,ko_tko,2,183,70aa6b8f863e6861,Jonathan Martinez ,Davey Grant,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,0.0,flw,dec_spl,3,300,01f262b68a6a2223,Manel Kape ,Matheus Nicolau,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,1.0,wsw,dec_una,3,300,18c67631b76c18e5,Angela Hill ,Ashley Yoder,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,1.0,ftw,ko_tko,3,271,bb7ce8a6ba7f7cc5,Charles Jourdain ,Marcelo Rojo,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,1.0,bw,sub,2,189,03bdbf2d18f3025d,Rani Yahya ,Ray Rodriguez,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,1.0,lw,dec_una,3,300,a6828a6dfb21d33c,Nasrat Haqparast ,Rafa Garcia,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,0.0,wflw,dec_spl,3,300,e8adfbbe0053c321,Cortney Casey ,JJ Aldrich,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,0.0,wsw,dec_una,3,300,8a7b0cd5ad9ca4fe,Gloria de Paula ,Jinh Yu Frey,2021-03-13
UFC Fight Night: Edwards vs. Muhammad,1.0,ww,ko_tko,1,16,d0ebb0551377a1c1,Matthew Semelsberger ,Jason Witt,2021-03-13
UFC 259: Blachowicz vs. Adesanya,1.0,lw,sub,3,97,c06d7bb29bc24d00,Islam Makhachev ,Drew Dober,2021-03-06
UFC 259: Blachowicz vs. Adesanya,0.0,lhw,dec_una,3,300,04a788abbbd1f256,Thiago Santos ,Aleksandar Rakic,2021-03-06
UFC 259: Blachowicz vs. Adesanya,1.0,bw,dec_spl,3,300,f4363f1317b47213,Dominick Cruz ,Casey Kenney,2021-03-06
UFC 259: Blachowicz vs. Adesanya,0.0,bw,dec_una,3,300,5980ab31e4718a83,Song Yadong ,Kyler Phillips,2021-03-06
UFC 259: Blachowicz vs. Adesanya,0.0,flw,dec_una,3,300,ae5d14a9fc1ad19c,Joseph Benavidez ,Askar Askarov,2021-03-06
UFC 259: Blachowicz vs. Adesanya,0.0,flw,ko_tko,1,295,873306ad79b62f5e,Rogerio Bontorin ,Kai Kara-France,2021-03-06
UFC 259: Blachowicz vs. Adesanya,1.0,flw,dec_una,3,300,2704d31de2c2f43b,Tim Elliott ,Jordan Espinosa,2021-03-06
UFC 259: Blachowicz vs. Adesanya,1.0,lhw,ko_tko,2,199,d170f6580e1c244f,Kennedy Nzechukwu ,Carlos Ulberg,2021-03-06
UFC 259: Blachowicz vs. Adesanya,1.0,ww,sub,3,208,7ad09f889d2cdb6f,Sean Brady ,Jake Matthews,2021-03-06
UFC 259: Blachowicz vs. Adesanya,0.0,wsw,ko_tko,1,219,50ef636148fa6fac,Livinha Souza ,Amanda Lemos,2021-03-06
UFC 259: Blachowicz vs. Adesanya,1.0,lw,ko_tko,1,100,e2abba69c3371618,Uros Medic ,Aalon Cruz,2021-03-06
UFC 259: Blachowicz vs. Adesanya,0.0,bw,ko_tko,2,47,c096342c57a6f2c4,Mario Bautista ,Trevin Jones,2021-03-06
UFC Fight Night: Rozenstruik vs. Gane,0.0,hw,dec_una,5,300,4a704dae3091adaf,Jairzinho Rozenstruik ,Ciryl Gane,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,0.0,lhw,dec_una,3,300,3a4e2dffcdd1c838,Nikita Krylov ,Magomed Ankalaev,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,1.0,bw,dec_una,3,300,c2ee423d1f0b4f6f,Pedro Munhoz ,Jimmie Rivera,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,1.0,ftw,dec_una,3,300,6a0341234ecc4e87,Alex Caceres ,Kevin Croom,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,0.0,lw,dec_una,3,300,3eac2d47ac252f4b,Alexander Hernandez ,Thiago Moises,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,1.0,wbw,dec_una,3,300,a7315147a7022a93,Alexis Davis ,Sabina Mazo,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,0.0,bw,ko_tko,3,158,11a83369d49ad138,Vince Cachero ,Ronnie Lawrence,2021-02-27
UFC Fight Night: Rozenstruik vs. Gane,1.0,lhw,dec_una,3,300,bc86601cf781a89c,Dustin Jacoby ,Maxim Grishin,2021-02-27
UFC Fight Night: Blaydes vs. Lewis,0.0,hw,ko_tko,2,86,b12bc15f384ecc42,Curtis Blaydes ,Derrick Lewis,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,wbw,dec_una,3,300,a4814d682954e8ab,Ketlen Vieira ,Yana Kunitskaya,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,ftw,dec_una,3,300,82243207b4dfce87,Charles Rosa ,Darrick Minner,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,hw,ko_tko,1,115,8f7328fe18806fb0,Aleksei Oleinik ,Chris Daukaus,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,1.0,mw,dec_maj,3,300,05ceb8b2f93993a6,Phil Hawes ,Nassourdine Imavov,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,hw,sub,2,69,15b1c7ddc4415fdd,Andrei Arlovski ,Tom Aspinall,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,1.0,ftw,dec_una,3,300,931fd51ab69fb443,Jared Gordon ,Danny Chavez,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,bw,ko_tko,1,284,990c2378caec68d4,Eddie Wineland ,John Castaneda,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,ftw,ko_tko,1,56,e175c1a0bff30187,Nate Landwehr ,Julian Erosa,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,0.0,wflw,ko_tko,2,221,1d892fec31dc7ad7,Shana Dobson ,Casey O'Neill,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,1.0,bw,ko_tko,1,185,b9cd4910f0ecff45,Aiemann Zahabi ,Drako Rodriguez,2021-02-20
UFC Fight Night: Blaydes vs. Lewis,1.0,hw,ko_tko,2,272,c3b6aa47e7532a7b,Serghei Spivac ,Jared Vanderaa,2021-02-20
UFC 258: Usman vs. Burns,0.0,wflw,dec_una,3,300,25b8c932da5e91f4,Maycee Barber ,Alexa Grasso,2021-02-13
UFC 258: Usman vs. Burns,1.0,mw,dec_una,3,300,26fbf026beb8e9f8,Kelvin Gastelum ,Ian Heinisch,2021-02-13
UFC 258: Usman vs. Burns,1.0,ftw,dec_una,3,300,54e2490959f66dc2,Ricky Simon ,Brian Kelleher,2021-02-13
UFC 258: Usman vs. Burns,0.0,mw,sub,3,257,9201312dd860fa5a,Maki Pitolo ,Julian Marquez,2021-02-13
UFC 258: Usman vs. Burns,0.0,mw,sub,2,113,96b1430379c0694a,Rodolfo Vieira ,Anthony Hernandez,2021-02-13
UFC 258: Usman vs. Burns,1.0,ww,dec_una,3,300,8cf076524cad5a55,Belal Muhammad ,Dhiego Lima,2021-02-13
UFC 258: Usman vs. Burns,1.0,wsw,sub,1,198,17616514e8fdacb9,Polyana Viana ,Mallory Martin,2021-02-13
UFC 258: Usman vs. Burns,1.0,ww,dec_una,3,300,357c5b86ec83b826,Gabe Green ,Phil Rowe,2021-02-13
UFC Fight Night: Overeem vs. Volkov,0.0,hw,ko_tko,2,126,8b9bdacca749ec90,Alistair Overeem ,Alexander Volkov,2021-02-06
UFC Fight Night: Overeem vs. Volkov,1.0,bw,ko_tko,1,28,9ef858837dfc65eb,Cory Sandhagen ,Frankie Edgar,2021-02-06
UFC Fight Night: Overeem vs. Volkov,0.0,lw,dec_una,3,300,f4fbb11055301e75,Michael Johnson ,Clay Guida,2021-02-06
UFC Fight Night: Overeem vs. Volkov,1.0,flw,dec_una,3,300,2c81668d1459991f,Alexandre Pantoja ,Manel Kape,2021-02-06
UFC Fight Night: Overeem vs. Volkov,0.0,lw,dec_spl,3,300,bbade63ca780668f,Diego Ferreira ,Beneil Dariush,2021-02-06
UFC Fight Night: Overeem vs. Volkov,0.0,lhw,sub,2,292,af8ea6db042674ef,Mike Rodriguez ,Danilo Marques,2021-02-06
UFC Fight Night: Overeem vs. Volkov,1.0,wbw,dec_una,3,300,8c34e1e0d842618d,Karol Rosa ,Joselyne Edwards,2021-02-06
UFC Fight Night: Overeem vs. Volkov,0.0,wflw,dec_una,3,300,d65da3a3bc675449,Molly McCann ,Lara Procopio,2021-02-06
UFC Fight Night: Overeem vs. Volkov,1.0,ftw,dec_una,3,300,86d6e09932c5b551,SeungWoo Choi ,Youssef Zalal,2021-02-06
UFC Fight Night: Overeem vs. Volkov,1.0,ftw,dec_una,3,300,eb4e9ec015533ab4,Timur Valiev ,Martin Day,2021-02-06
UFC Fight Night: Overeem vs. Volkov,1.0,ftw,ko_tko,1,26,3ac61bcb406e1a0c,Ode Osbourne ,Jerome Rivera,2021-02-06
UFC 257: Poirier vs. McGregor,1.0,lw,ko_tko,2,152,3d3e7dc7b4bf2bc4,Dustin Poirier ,Conor McGregor,2021-01-23
UFC 257: Poirier vs. McGregor,0.0,lw,ko_tko,1,150,a5075f4eaee6036f,Dan Hooker ,Michael Chandler,2021-01-23
UFC 257: Poirier vs. McGregor,0.0,wflw,dec_una,3,300,c4ea3f6fae702459,Jessica Eye ,Joanne Wood,2021-01-23
UFC 257: Poirier vs. McGregor,0.0,mw,ko_tko,3,179,65352221c0bfe52d,Andrew Sanchez ,Makhmud Muradov,2021-01-23
UFC 257: Poirier vs. McGregor,1.0,wsw,ko_tko,2,54,cd08b68f0bafafbf,Marina Rodriguez ,Amanda Ribas,2021-01-23
UFC 257: Poirier vs. McGregor,1.0,lw,dec_una,3,300,99dbe9669f31ed91,Arman Tsarukyan ,Matt Frevola,2021-01-23
UFC 257: Poirier vs. McGregor,1.0,mw,dec_una,3,300,92f569a6d9374b86,Brad Tavares ,Antonio Carlos Junior,2021-01-23
UFC 257: Poirier vs. McGregor,1.0,wbw,sub,3,219,83da743f6dda7dcc,Julianna Pena ,Sara McMann,2021-01-23
UFC 257: Poirier vs. McGregor,0.0,lhw,dec_una,3,300,c597fd8bb66d54d8,Khalil Rountree Jr. ,Marcin Prachnio,2021-01-23
UFC 257: Poirier vs. McGregor,1.0,flw,dec_una,3,300,aaf45b095452be23,Amir Albazi ,Zhalgas Zhumagulov,2021-01-23
UFC Fight Night: Chiesa vs. Magny,1.0,ww,dec_una,5,300,61bedad39b15db7a,Michael Chiesa ,Neil Magny,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,ww,ko_tko,1,155,dd34dd337e637767,Warlley Alves ,Mounir Lazzez,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,lhw,ko_tko,2,39,4f6d3cdf2c77fb57,Ike Villanueva ,Vinicius Moreira,2021-01-20
UFC Fight Night: Chiesa vs. Magny,0.0,wflw,dec_una,3,300,a003e8305d4dbdc8,Roxanne Modafferi ,Viviane Araujo,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,flw,dec_spl,3,300,57e784028ef2c17d,Matt Schnell ,Tyson Nam,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,ftw,dec_una,3,300,d27ac1bc677b89cf,Lerone Murphy ,Douglas Silva de Andrade,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,mw,sub,2,101,ac475de5a3d0d7e2,Omari Akhmedov ,Tom Breese,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,bw,sub,2,240,4abcf14faa7f92f2,Ricky Simon ,Gaetano Pirrello,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,flw,dec_una,3,300,ddbe6fd66d7f9e35,Sumudaerji ,Zarrukh Adashev,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,mw,dec_una,3,300,76b61ff4c9760f79,Dalcha Lungiambula ,Markus Perez,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,flw,dec_una,3,300,4e451881e0e47b05,Francisco Figueiredo ,Jerome Rivera,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,lw,dec_una,3,300,031e6624f96aceb8,Mike Davis ,Mason Jones,2021-01-20
UFC Fight Night: Chiesa vs. Magny,1.0,bw,sub,2,219,11558384f80f6506,Umar Nurmagomedov ,Sergey Morozov,2021-01-20
UFC Fight Night: Chiesa vs. Magny,0.0,wflw,ko_tko,2,248,ae38fb2a6b6a0cc1,Victoria Leonardo ,Manon Fiorot,2021-01-20
UFC Fight Night: Holloway vs. Kattar,1.0,ftw,dec_una,5,300,a4817b7e46028b4a,Max Holloway ,Calvin Kattar,2021-01-16
UFC Fight Night: Holloway vs. Kattar,1.0,ww,dec_una,3,300,6b0da0b1cda7799f,Carlos Condit ,Matt Brown,2021-01-16
UFC Fight Night: Holloway vs. Kattar,0.0,ww,ko_tko,1,265,aeb7ff8ce6e1beac,Santiago Ponzinibbio ,Li Jingliang,2021-01-16
UFC Fight Night: Holloway vs. Kattar,0.0,mw,ko_tko,1,132,775c1f401815bbd8,Joaquin Buckley ,Alessio Di Chirico,2021-01-16
UFC Fight Night: Holloway vs. Kattar,1.0,mw,ko_tko,1,288,358f816aff469270,Punahele Soriano ,Dusko Todorovic,2021-01-16
UFC Fight Night: Holloway vs. Kattar,0.0,wbw,dec_una,3,300,97ad63e644757cf4,Wu Yanan ,Joselyne Edwards,2021-01-16
UFC Fight Night: Holloway vs. Kattar,1.0,hw,dec_spl,3,300,0165bd3c26f0c076,Carlos Felipe ,Justin Tafa,2021-01-16
UFC Fight Night: Holloway vs. Kattar,0.0,ww,dec_spl,3,300,3fcd53eb27945231,David Zawada ,Ramazan Emeev,2021-01-16
UFC Fight Night: Holloway vs. Kattar,0.0,wbw,dec_una,3,300,97c80f69ac312030,Sarah Moras ,Vanessa Melo,2021-01-16
UFC Fight Night: Holloway vs. Kattar,0.0,ftw,dec_una,3,300,3d903bc35023f50a,Jacob Kilburn ,Austin Lingo,2021-01-16
UFC Fight Night: Thompson vs. Neal,1.0,ww,dec_una,5,300,c7375d5db21cbaae,Stephen Thompson ,Geoff Neal,2020-12-19
UFC Fight Night: Thompson vs. Neal,1.0,bw,dec_una,3,300,014f1da2083ca174,Jose Aldo ,Marlon Vera,2020-12-19
UFC Fight Night: Thompson vs. Neal,1.0,ww,dec_una,3,300,3d35eb2d46bf74de,Michel Pereira ,Khaos Williams,2020-12-19
UFC Fight Night: Thompson vs. Neal,0.0,bw,ko_tko,1,227,8955ea3c7c332e6c,Marlon Moraes ,Rob Font,2020-12-19
UFC Fight Night: Thompson vs. Neal,1.0,hw,ko_tko,2,271,cd150cd28738a7c5,Marcin Tybura ,Greg Hardy,2020-12-19
UFC Fight Night: Thompson vs. Neal,1.0,ww,dec_una,3,300,1c4602efe5587902,Anthony Pettis ,Alex Morono,2020-12-19
UFC Fight Night: Thompson vs. Neal,0.0,wbw,dec_una,3,300,4cb249714ff56656,Sijara Eubanks ,Pannie Kianzad,2020-12-19
UFC Fight Night: Thompson vs. Neal,0.0,wflw,dec_una,3,300,f2fb049980631302,Gillian Robertson ,Taila Santos,2020-12-19
UFC Fight Night: Thompson vs. Neal,1.0,mw,dec_una,3,300,0fe4906754b2d0f9,Tafon Nchukwi ,Jamie Pickett,2020-12-19
UFC Fight Night: Thompson vs. Neal,1.0,flw,sub,1,198,62e6eadbb2805760,Jimmy Flick ,Cody Durden,2020-12-19
UFC 256: Figueiredo vs. Moreno,0.0,lw,dec_una,3,300,b7b867eb3c3cf163,Tony Ferguson ,Charles Oliveira,2020-12-12
UFC 256: Figueiredo vs. Moreno,1.0,wsw,dec_una,3,300,27200d53ba9020b8,Mackenzie Dern ,Virna Jandiroba,2020-12-12
UFC 256: Figueiredo vs. Moreno,1.0,mw,ko_tko,1,105,4a172a5191cb8e60,Kevin Holland ,Jacare Souza,2020-12-12
UFC 256: Figueiredo vs. Moreno,0.0,hw,ko_tko,2,154,fe3ff5b1d9135add,Junior Dos Santos ,Ciryl Gane,2020-12-12
UFC 256: Figueiredo vs. Moreno,1.0,ftw,ko_tko,2,112,022bdd58cc6e571d,Cub Swanson ,Daniel Pineda,2020-12-12
UFC 256: Figueiredo vs. Moreno,0.0,lw,ko_tko,1,245,cb7616f92a9a4e5b,Renato Moicano ,Rafael Fiziev,2020-12-12
UFC 256: Figueiredo vs. Moreno,1.0,ftw,dec_una,3,300,87d0b767742d3239,Gavin Tucker ,Billy Quarantillo,2020-12-12
UFC 256: Figueiredo vs. Moreno,1.0,wsw,tko_doc,1,300,5ddf45e816a50fac,Tecia Torres ,Sam Hughes,2020-12-12
UFC 256: Figueiredo vs. Moreno,1.0,ftw,sub,3,182,33d52ac2d70b8415,Chase Hooper ,Peter Barrett,2020-12-12
UFC Fight Night: Hermansson vs. Vettori,0.0,mw,dec_una,5,300,2723f4d275d3f619,Jack Hermansson ,Marvin Vettori,2020-12-05
UFC Fight Night: Hermansson vs. Vettori,0.0,lhw,ko_tko,2,217,8d4a475e48722fea,Ovince Saint Preux ,Jamahal Hill,2020-12-05
UFC Fight Night: Hermansson vs. Vettori,1.0,lw,ko_tko,1,246,46860358da8b8d82,Gabriel Benitez ,Justin Jaynes,2020-12-05
