fighter,height,reach,stance,dob,fighter_id
Jack Shore,68.0,71.0,Orthodox,,b8a85389d115e35a
Landon Showalter,72.0,,,,35cc17760b06f36d
Ivan Shtyrkov,72.0,74.0,Orthodox,,1f4b1d7d12601c5f
Brandon Shuey,67.0,,Orthodox,,585f9ffdb0cd0466
Sam Sicilia,68.0,67.0,Orthodox,,b8aef0faf4ce9b31
Kiril Sidelnikov,71.0,,,,cf772fb504842dc3
Steven Siler,71.0,70.0,Orthodox,,d188a3b817860ec6
Siala Siliga,73.0,,Orthodox,,3cf68c1d17f66af7
Xavier Siller,65.0,,,,9a08c2753184ac6d
Assuerio Silva,70.0,,Orthodox,,e091482fa6648261
Anderson Silva,74.0,77.0,Southpaw,,1f454354805b6f75
Wanderlei Silva,71.0,74.0,Orthodox,,a1f6999fe57236e0
Thiago Silva,74.0,74.0,Orthodox,,2924886ee9c4c527
Paulo Cesar Silva,89.0,,Orthodox,,55b8dc4e54fe2c59
Jean Silva,66.0,,Orthodox,,9211aae062b799d6
Edson Silva,,,Orthodox,,a1153013cb5f628f
Sidney Silva,75.0,,Southpaw,,a6c32678efd4f434
Jay Silva,74.0,,Southpaw,,53bb0d40905b87c0
Antonio Silva,76.0,82.0,Orthodox,,8349d55cdecd393a
Fabio Silva,71.0,,Orthodox,,2ba479b409011527
Erick Silva,72.0,74.0,Orthodox,,5866fc86183a9fb8
Leandro Silva,69.0,72.0,Orthodox,,159da492e000afbf
Claudio Silva,71.0,71.0,Southpaw,,6f7c616b98e18c29
Wagner Silva,72.0,,Orthodox,,fb79582c410d049e
Rafael Silva,67.0,,,,a31358d90d4bb40a
Joaquim Silva,68.0,69.0,Southpaw,,ae7fe94f117f98cf
Felipe Silva,72.0,77.0,Orthodox,1984-05-08,1b38a2b897f6209c
Dayana Silva,67.0,,Orthodox,,b19aecbfbb5508cc
Bruno Silva,64.0,65.0,Orthodox,,294aa73dbf37d281
Bruno Silva,72.0,74.0,Orthodox,,12ebd7d157e91701
Gabriel Silva,66.0,71.0,Orthodox,,002ca196477ce572
Jacob Silva,65.0,67.0,Orthodox,,f6f2ea21a67be3a7
Natalia Silva,64.0,,,,262d32ebda89efc4
Jansey Silva,74.0,67.0,Orthodox,1995-05-30,0d09efd31eb9fadf
Maria Silva,63.0,65.0,Orthodox,,4408865b4e65e374
Karine Silva,65.0,67.0,Orthodox,,9d62c2d8ee151f08
Douglas Silva de Andrade,67.0,68.0,Orthodox,,3a314d9fa7c6825d
Leonardo Silva de Oliveira,74.0,,Orthodox,,28e088bbcaaa6366
Marcus Silveira,75.0,,Orthodox,,f717b6002486f73f
Elias Silverio,71.0,73.0,Orthodox,,52ba464d9068d871
Jamey Simmons,66.0,70.0,Orthodox,,f0fad0e9f3b65752
Ricky Simon,66.0,69.0,Orthodox,,5987b2458f4b5290
Aaron Simpson,72.0,73.0,Orthodox,,d5f820c11a121050
Wes Sims,82.0,,Orthodox,,e0f7c4f3f67bc808
Marlon Sims,,,,,9eedac48b497de5a
Tony Sims,71.0,70.0,Southpaw,,57bad6a84230f0c9
Everett Sims,77.0,77.0,Southpaw,,59c6d5af765df641
Lodune Sincaid,69.0,,Orthodox,1973-05-07,265589bdd93e7ce5
Rob Sinclair,68.0,,,,3b65c9dd39741bc4
Rory Singer,74.0,77.0,Orthodox,1976-05-28,546015aa2ad945fd
Elvis Sinosic,75.0,77.0,Orthodox,,817e0bdf08efce2e
Mitchell Sipe,74.0,,Orthodox,,71ef1111bf829b82
AJ Siscoe,67.0,,,,fce9b4056a8ef559
Yokthai Sithoar,67.0,,,,436cdea7bdfdc016
Jeri Sitzes,65.0,,,,44a1dd0ef4373edc
Dennis Siver,66.0,70.0,Orthodox,,5f87a5c00b3d17ed
Chas Skelly,71.0,72.0,Orthodox,1985-05-11,4bd6b4800070b069
Matt Skelton,75.0,,Orthodox,,caced97768818230
Zach Skinner,66.0,,Orthodox,,c337c3c85b1871e0
Brian Sleeman,68.0,,,,9db861c26b63daa8
Joe Slick,72.0,,Orthodox,,80e6d71e14c1d356
Ray Sloan,73.0,,,,a2d1d3d144fed708
Kestutis Smirnovas,70.0,,Orthodox,,1979c80150f630c4
Maurice Smith,74.0,,Orthodox,,33e33d51f289d2a1
Patrick Smith,74.0,,Orthodox,,46c8ec317aff28ac
Scott Smith,72.0,70.0,Orthodox,1979-05-21,3410cf010558dc8b
Eric Smith,,,Southpaw,,9114c8ded5ccd71d
Josh Smith,72.0,,Orthodox,,f626aa1c85f8af03
David Smith,,,,,e955046551f8c7dd
Adam Smith,,,,,754968e325d6f60d
Dillon Smith,72.0,,,,ffee353f55e3aa2c
Trevor Smith,75.0,75.0,Orthodox,,f797f0c57a83353e
Anthony Smith,76.0,76.0,Orthodox,,d4c9dcd330403612
Colton Smith,72.0,71.0,Orthodox,,2e25c1d983c26311
Gilbert Smith,69.0,,Southpaw,,54ed8dc6f8c31207
Leslie Smith,69.0,66.0,Orthodox,,76984112f697631f
Devonte Smith,69.0,76.0,Orthodox,,207773daeb4afa7b
Cole Smith,71.0,67.0,Orthodox,,56709e66f1c6008f
Nate Smith,66.0,69.0,Switch,,0bbb69f69c9a2eea
Walter Smith-Cotito,68.0,,,,625b65b45c1c6888
Justin Smitley,,,,,c5776fa8f4bf77aa
Dmitrii Smoliakov,74.0,74.0,Switch,,75afb06215a07341
Louis Smolka,69.0,68.0,Orthodox,,d2bc285ead803db0
Shimon Smotritsky,74.0,74.0,Orthodox,,1b0491ef0f9c965e
Richie Smullen,69.0,68.0,Orthodox,,f75c5ca0d91b9115
Devin Smyth,70.0,72.0,Switch,,7684c8137b4545ba
Denis Sobolev,75.0,,Orthodox,,03b1e846b09f721d
Peter Sobotta,72.0,75.0,Southpaw,,1fcfc3709fe58151
Renato Sobral,73.0,75.0,Orthodox,,d468288756ae3982
Rameau Thierry Sokoudjou,70.0,78.0,Orthodox,,d1152823307d7e7c
Joe Solecki,69.0,70.0,Orthodox,,af65aa688d13eedf
Chris Solomon,71.0,,,,324c7a749128df8d
Joe Son,64.0,,Orthodox,,83b743fedde154fb
Paul Song,,,,,9775eabcb1be1a00
Song Kenan,72.0,71.0,Orthodox,,32490e80ddab1e5a
Song Yadong,68.0,67.0,Orthodox,,efb96bf3e9ada36f
Chael Sonnen,73.0,73.0,Southpaw,,48d1f690b763934c
Cody Sons,69.0,,,,3324129f3745b300
Jin Soo Son,66.0,69.0,Orthodox,,7c9c6a884be167fe
Emiliano Sordi,74.0,,Orthodox,,4c9b84d559822830
Sean Soriano,69.0,70.0,Orthodox,,bd5403efbaa445c0
Punahele Soriano,71.0,72.0,Southpaw,,64facb6cc564262d
Dmitry Sosnovskiy,75.0,77.0,Orthodox,,85ff1b9471d35238
Ben Sosoli,72.0,72.0,Southpaw,,326f94d6cfb1bf25
Krzysztof Soszynski,73.0,77.0,Open Stance,,59583ff832fe9d68
George Sotiropoulos,70.0,71.0,Orthodox,,896c322f56b8be5a
Greg Soto,71.0,73.0,Orthodox,,9c669abd35b2522f
Alex Soto,68.0,,Southpaw,,d18dbcb0f8e2b55d
Joe Soto,66.0,65.0,Orthodox,,a4e85a58fbce64b2
Mario Soto,72.0,,,,cac3aaa66c20bee1
Andre Soukhamthath,69.0,70.0,Orthodox,,d0e50a3d1b250708
Mario Sousa,75.0,79.0,Orthodox,,72782745eb47161a
Bobby Southworth,74.0,,Orthodox,,aee8eecfc4bfb1e7
Jacare Souza,73.0,72.0,Orthodox,,7a703c565ccaa18f
Edimilson Souza,72.0,74.0,Orthodox,,6c7020b859c7a3ce
Livinha Souza,63.0,63.0,Orthodox,,dab8cfbb6b1db10a
Bruno Souza,70.0,70.0,Orthodox,,0e5c4e72237461bb
Charon Spain,69.0,,,,c278e8843b8abfec
Chris Spang,74.0,,Orthodox,,411d012af19ecb59
Andreas Spang,73.0,,,,b9eb5b4ed07d1525
Ryan Spann,77.0,79.0,Orthodox,,a67f5afa8d6a1b80
Ron Sparks,77.0,,,,743fd9080892501d
Tommy Speer,70.0,71.0,Orthodox,,1411c630ba711b64
Patrick Speight,73.0,,Orthodox,,ae4650eb56ab6a11
Sean Spencer,70.0,74.0,Orthodox,,ab850a77a0fa487d
Felicia Spencer,66.0,68.0,Orthodox,,39d91e95949de3d9
Sam Spengler,71.0,,Orthodox,,221b2a3070c7ce3e
Nick Sperling,,,,,7d68f3bec89e08ec
Mario Sperry,74.0,,Orthodox,,5f2197acaba7d5ef
Eric Spicely,73.0,73.0,Orthodox,,b9664eae2ac75262
Waachiim Spiritwolf,68.0,,,,71caa995674203aa
Daniel Spitz,79.0,82.0,Orthodox,,f86cb5f25d545e0e
Serghei Spivac,75.0,78.0,Orthodox,,e2f6b2769aaedd6c
Daniel Spohn,76.0,79.0,Southpaw,,87f3bbf52e6c9dc9
Pete Spratt,69.0,,Orthodox,,c3ea8deeba00462b
Austin Springer,68.0,71.0,Orthodox,1987-05-12,37cc294027f55e4d
Georges St-Pierre,71.0,76.0,Orthodox,1981-05-19,6506c1d34da9c013
Bobby Stack,69.0,,Orthodox,,6436029b50a9c255
Andreas Stahl,71.0,,Orthodox,1988-05-20,69a400af4420cd6a
Ron Stallings,74.0,75.0,Southpaw,,6dd758d34da8d254
Cody Stamann,66.0,64.0,Orthodox,,bf7ad5628363eec9
Cristina Stanciu,63.0,,Orthodox,,175852708cb55776
Brian Stann,73.0,74.0,Orthodox,,579fcdfcabd23a7b
Josh Stansbury,74.0,74.0,Orthodox,,30ea504870f8597b
Dion Staring,73.0,,Orthodox,,289a57039d742bfe
Lucas Stark,,,,,93e4754d0984c82f
Clifford Starks,72.0,78.0,Orthodox,,5abf827d62f98fee
Kalib Starnes,75.0,74.0,Orthodox,,c8136ab8aa32c974
Laureano Staropoli,73.0,71.0,Orthodox,,a12a8314adc1c1c9
Damian Stasiak,65.0,70.0,Orthodox,,42a7e90605df3c8a
Adam Steele,,,,,16044bd8762cf794
Dominique Steele,70.0,74.0,Orthodox,,68c11c27d4d56572
Ricky Steele,69.0,74.0,Orthodox,1988-05-26,09a6ed4ee97a5606
Eric Steenberg,,,,,377bc9dc0b2745f9
Steve Steinbeiss,75.0,75.0,Orthodox,1981-05-05,0b5b6876c2a4723f
Ray Steinbeiss,71.0,,Orthodox,,6000b5ae6c462142
Dmitri Stepanov,75.0,,Orthodox,,738acab0c6934dd8
Jeremy Stephens,69.0,71.0,Orthodox,1986-05-25,18968f97ad34f15c
Aljamain Sterling,67.0,71.0,Orthodox,,cb696ebfb6598724
Marc Stevens,69.0,,,,310c4d4b2b32796b
Joe Stevenson,67.0,70.0,Orthodox,,79899ecf62020f6d
Maia Stevenson,64.0,62.0,Orthodox,,2fee10d5cf86bfca
Luke Stewart,71.0,,Orthodox,,27b1a406ac171b19
Darren Stewart,72.0,74.0,Orthodox,,a17ad5a5048e8c3f
Kyle Stewart,72.0,76.0,Orthodox,,bb61823f76361297
Alex Stiebling,74.0,,Southpaw,,df5a77121ba84a5d
Tyler Stinson,75.0,,,,2cf520143e76cd2e
Dan Stittgen,73.0,,Orthodox,,cc3147b49c7d7d92
Lazar Stojadinovic,67.0,68.0,Southpaw,,4d25497994da569c
Denis Stojnic,72.0,,Orthodox,,a421465acbe59c77
Julija Stoliarenko,67.0,66.0,,,a78a87d8c2bbb1cb
Dustin Stoltzfus,72.0,75.0,Orthodox,,71505842fb6455c3
Niklas Stolze,72.0,75.0,Switch,,62f7097c04311193
Ken Stone,68.0,71.0,Southpaw,,fbf0947399d14323
Ryan Stonitsch,69.0,,Southpaw,,8d477c3fbe001f9d
George Stork,70.0,,,,61dd409cb40d1a55
Rick Story,69.0,71.0,Southpaw,,5b5307450405abf0
Darko Stosic,72.0,76.0,Orthodox,,025f0b1b58fbad01
Greg Stott,67.0,,Southpaw,,91181b29be041f1c
Curtis Stout,73.0,,Southpaw,,e09dbbd5fe3f0fe2
Sam Stout,69.0,70.0,Orthodox,,501b07aec9b8fc2d
Tim Stout,71.0,,,,e1a4568fec1fc24f
Jesse Strader,67.0,70.0,Orthodox,1991-05-29,8c39367b53eadf8a
Gennaro Strangis,,,,,495add4fbede0a44
Dave Strasser,70.0,,Orthodox,,980b4e712489098e
Daniel Straus,67.0,71.0,,,15347cd4cdf01b03
Gerald Strebendt,69.0,,Orthodox,,04f9fe830cf13482
Sean Strickland,73.0,76.0,Orthodox,,0d8011111be000b2
Mark Striegl,68.0,70.0,Southpaw,,ef1182eb28c17d4e
Hans Stringer,75.0,,Orthodox,,523f6ad11dbe9b53
Stefan Struve,83.0,84.0,Orthodox,,ebc1f40e00e0c481
Josh Stuart,69.0,,,,601cf40c09090853
Mike Stumpf,70.0,,,,c0c36a5b3d5bbdd5
Kyle Sturgeon,75.0,,Switch,,d30415ec5e8783cd
Tatiana Suarez,65.0,66.0,Southpaw,,b08012bbe542592a
Masanori Suda,69.0,,Orthodox,,3a7513372f79c8c8
Genki Sudo,69.0,,Orthodox,,99dd0147dc4ef80c
Lucasz Sudolski,76.0,75.0,Orthodox,,b160e4f251283d70
Daisuke Sugie,66.0,,Orthodox,,8215e4fe24e8e81b
Takashi Sugiura,71.0,,Southpaw,1970-05-31,06c60fc2c8dcd7bd
Naho Sugiyuma,61.0,,,,b205d4f2ff44bc89
George Sullivan,72.0,73.0,Orthodox,,6c7e25571490aa3b
Amar Suloev,69.0,,Orthodox,,7aa88401f93ce836
Magomed Sultanakhmedov,74.0,,Southpaw,,fe1fdc6be470f773
Justin Sumter,74.0,80.0,Southpaw,,31f9a1f56cbb6ac5
Sumudaerji,68.0,72.0,Southpaw,,3cf18e01cb6cbde3
Aji Susilo,70.0,,,,22af3546bd967280
Jason Suttie,72.0,,Orthodox,,cc5834a495d1ea08
Joel Sutton,71.0,,Orthodox,,a6a9ab5a824e8f66
Chad Sutton,73.0,,,,556347e2b0e33979
Martin Svensson,73.0,,,,bcad7223af3c19da
Daniel Swain,69.0,70.0,Orthodox,,cc39185f2d7d89e4
Cub Swanson,68.0,70.0,Orthodox,,d247691a6c0e9034
Mike Swick,73.0,77.0,Orthodox,,9fe85152f351e737
Floyd Sword,72.0,,Orthodox,,5330fe7e4c3af81c
Bentley Syler,64.0,,Orthodox,,abd2109bc4cb0291
Kevin Syler,69.0,71.0,Switch,,9094a881a7513de3
Leo Sylvest,71.0,,Orthodox,,58a36b4ccf5dc30e
Tony Sylvester,73.0,,Southpaw,,87b7df65c30008c4
Tim Sylvia,80.0,80.0,Orthodox,,2a542ee8a8b83559
Osamu Tachihikari,77.0,,Orthodox,,e7bc606d269896aa
Amber Tackett,,,,,bb01bc3c57f39b04
Eugenio Tadeu,68.0,,Orthodox,,f70144caea5c4c80
Justin Tafa,72.0,74.0,Southpaw,,e13abac8089a801a
Junior Tafa,,,,,c15fa95b9a12fde4
Khalid Taha,65.0,69.0,Orthodox,,b4537562f88ac582
Joe Taimanglo,64.0,,,,9bf126927843e184
Mairbek Taisumov,69.0,73.0,Orthodox,,8f5c8850b2484173
Nobuhiko Takada,72.0,,Southpaw,,a25b71fe5e31fa97
Yoshiki Takahashi,71.0,,Southpaw,,6420efac0578988b
Yoko Takahashi,68.0,,,,01f86e2d604e2f3c
Daiju Takase,72.0,,Southpaw,,4f74c8be51db8a37
Hiroyuki Takaya,66.0,,Orthodox,,0d16bdb7d32e88e9
Yoshihiro Takayama,77.0,,Orthodox,,d856a0080ac09ed7
Makoto Takimoto,67.0,,Southpaw,,a7724f51e32e763e
Oleg Taktarov,72.0,,Orthodox,,1dc56b59cb28425d
Nordine Taleb,73.0,74.0,Orthodox,,49858bf46dabf6fb
Tsuyoshi Tamakairiki,72.0,,Orthodox,,eaa0a728cc91ef60
Eli Tamez,67.0,,,,bfd4d50591033a1f
Kiyoshi Tamura,71.0,,Southpaw,,30e8b4505f5ccf92
Akitoshi Tamura,69.0,70.0,Orthodox,1980-05-31,c95fbc085e17a532
Issei Tamura,65.0,63.0,Orthodox,,57bf89d42364d39e
Jason Tan,70.0,,Orthodox,,ad3041e61896b975
Akihito Tanaka,,,Southpaw,,1bf49bf829964144
Michinori Tanaka,65.0,67.0,Orthodox,,64788ee44b062ded
Evan Tanner,72.0,74.0,Orthodox,,8f2d9ee27f206f1f
Manny Tapia,65.0,67.0,Orthodox,,0eec866a077889f0
Gary Tapusoa,67.0,,,,37ac9e0f4fc86171
Miesha Tate,66.0,65.0,Orthodox,,b96619b3acd7d9da
Deividas Taurosevicius,69.0,68.0,Southpaw,,ef927e4fe2117ab8
Thiago Tavares,67.0,70.0,Orthodox,,8a59d346dc976a10
Jeremy Tavares,,,,,681d07e328798ec0
Brad Tavares,73.0,74.0,Orthodox,,0c6d9ea8306c029e
Paul Taylor,72.0,72.0,Orthodox,,9b74de674c355425
Jesse Taylor,72.0,73.0,Orthodox,,dd992d569aaebee6
Torrance Taylor,67.0,,,,88e53ec16b801740
Louis Taylor,71.0,,Orthodox,1979-05-12,49bddfee9ed54cf3
Anthony Taylor,67.0,,,,637a4d8825464c62
Danielle Taylor,60.0,60.0,Orthodox,,b76c6268dc1d3c05
J.T Taylor,70.0,,,,17c6e35e4da505b0
James Te Huna,74.0,75.0,Orthodox,,f5431394fb284bb9
Shawn Teed,77.0,,Orthodox,,5bb70ebd65075c5c
Glover Teixeira,74.0,76.0,Orthodox,,7ff97850e8c32bda
John Teixeira,67.0,,Orthodox,,86061eaba822bfea
Ewerton Teixeira,73.0,,,,de9e331b3e6bae70
Tra Telligman,74.0,,Orthodox,,1dab0d1d81dd06db
Taneisha Tennant,67.0,70.0,Orthodox,,87911d22a79d3203
Herman Terrado,,,,,61d6368013f8637f
Dave Terrel,68.0,,Southpaw,1978-05-10,b9aa0024f295609e
David Terrell,73.0,,Southpaw,,4123fd4dcc1fe937
James Terry,70.0,,Orthodox,,5befa793316d3469
Jeff Terry,74.0,,,,60f86c449cd31e23
David Teymur,69.0,73.0,Southpaw,1989-05-01,2747c60e42d9d75f
Daniel Teymur,65.0,69.0,Orthodox,,fbf0537e420e698e
Motonobu Tezuka,67.0,,Southpaw,,d34636a85f0f4c90
Jason Thacker,70.0,,Orthodox,,f0264252e191da22
Brandon Thatch,74.0,74.0,Switch,,638cfec7ec559d6e
Elias Theodorou,73.0,75.0,Orthodox,1988-05-31,34f88592c0ab7a54
Nik Theotikos,,,Orthodox,,ca936c67687789e9
Paulo Thiago,71.0,74.0,Orthodox,,30a09e43f15f1d75
Din Thomas,69.0,,Orthodox,,40a604761ca7d64d
Ryan Thomas,72.0,,Orthodox,,b732b326c362fb62
Noah Thomas,69.0,,Orthodox,,319c15b8aac5bfde
Joel Thomas ,70.0,,,,2b33e57c4d0a4502
Treston Thomison,68.0,,,,ed5f04f833459877
Nick Thompson,73.0,74.0,Orthodox,,7d3caf0f96f1b33d
James Thompson,77.0,,Orthodox,,9e30f69cc0869301
Oli Thompson,73.0,,Orthodox,,dcdd511ff757f15c
Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
Josh Thomson,70.0,71.0,Orthodox,,a566371ba2ad7152
Simeon Thoresen,73.0,79.0,Orthodox,,fea8acf9bfcf09ec
Josh Thornburg,72.0,,,1984-05-24,083e15da67d9b0fa
Gleison Tibau,70.0,71.0,Southpaw,,75e5fec9f72910ef
Chris Tickle,69.0,,,,1d1b85389a05df69
Nolan Ticman,66.0,,Orthodox,1988-05-17,9eb069062a0cfc13
Darren Till,72.0,74.0,Southpaw,,9ce6d5a03af801b7
Brett Tillis,,,,,7b461ccae8270207
Ryan Tobar,,,,,57481f1f10530c61
Andrew Todhunter,72.0,,Switch,,274ca7b799b402cc
Dusko Todorovic,73.0,74.0,Orthodox,1994-05-19,866fd7b1a6c90e7f
Hideo Tokoro,67.0,,Orthodox,,2d5fbe2103f97053
Anatoly Tokov,70.0,,,,679ae8c4fd022c6b
Kazuki Tokudome,71.0,73.0,Southpaw,,c4af2feb4b58bc3b
Tyler Toner,68.0,70.0,Orthodox,,8e893f269d5696b2
James Toney,69.0,,Orthodox,,d10b35152277cf98
Masanori Tonooka,68.0,,Orthodox,,9de7c97e1c0d7927
Carl Toomey,,,,,5ee87e0432205755
Ilia Topuria,67.0,69.0,Orthodox,,54f64b5e283b0ce7
Anthony Torres,68.0,,Orthodox,,918d9d89d4d52acc
Miguel Torres,69.0,76.0,Orthodox,,33b2f68ef95252e0
Ronys Torres,67.0,,Orthodox,,cce79e827569f26e
Haven Torres,,,,,1ff10dee2f7ae60c
Tecia Torres,61.0,60.0,Orthodox,,31ef8b67e13495b3
Alex Torres,70.0,,Orthodox,1988-05-29,e4e0f310b3cf23a8
Abram Torres,70.0,,,,e175a261a280f7cb
Jose Torres,64.0,65.0,Orthodox,,d2036f31c035e0d1
Desmond Torres,66.0,69.0,Orthodox,,971aebf56267de20
Manuel Torres,70.0,73.0,,,2e7878927067fdca
Salim Touahri,70.0,72.0,Orthodox,,cbf1c7ba5408a66f
Dequan Townsend,75.0,79.0,Orthodox,1986-05-11,3f7dab21b6c971bc
Minoru Toyonaga,71.0,,Southpaw,,04076783ca83d6ae
Roberto Traven,75.0,,Orthodox,,20ec0061400178ca
Bryan Travers,,,,,008cf84faae9c7a5
Alexander Trevino,,,,,73abb7a5c57fb443
Francisco Trevino,69.0,70.0,Orthodox,,97a6bbe6e6566a94
Angelo Trevino,71.0,,Switch,,0cf9f5518d6063bb
Frank Trigg,69.0,71.0,Southpaw,1972-05-07,d2d37e8eeb3abc8d
Francisco Trinaldo,69.0,70.0,Southpaw,,a8283a4f415e1eb9
Damien Trites,71.0,,,,cb1c09c8126dbee0
Michael Trizano,71.0,71.0,Orthodox,,5bf31a46becc1204
Antonio Trocoli,77.0,82.0,Orthodox,,6d48a2df51749d91
Tor Troeng,74.0,,Orthodox,,8abf70f79e9e27c2
Aaron Trujillo,65.0,,,,cc18abc046b382c9
Reynaldo Trujillo,69.0,,,,e6b233a007cb06c4
Abel Trujillo,68.0,70.0,Orthodox,,e14b5aa06eea9653
Arman Tsarukyan,67.0,72.0,Orthodox,,eae48ff31db420c2
Chris Tuchscherer,74.0,76.0,Orthodox,,df05aa15b2d66f57
Jon Tuck,71.0,73.0,Orthodox,,53ec9cb470e1a4ea
Gavin Tucker,66.0,66.0,Southpaw,,da816417a579a0bd
Jumabieke Tuerxun,67.0,,Orthodox,,1ed32eaaba9ffe10
Tom Tuggle,74.0,,Orthodox,,b9aa7d230865b5fe
Blair Tugman,72.0,,,,63f8775391301891
Tai Tuivasa,74.0,75.0,Southpaw,,c62fbc117d57b943
Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
Teila Tuli,72.0,,Orthodox,,96eff1a628adcc7f
Albert Tumenov,71.0,73.0,Orthodox,,ff6a1f63c254127e
Maimaiti Tuohati,,,,,31319179c9b1e6e7
Ricky Turcios,69.0,71.0,Orthodox,,cd3d7e37ff2d679c
Anton Turkalj,76.0,,,,82529ce93cd9a2cf
Wellington Turman,72.0,72.0,Orthodox,,4dcfb28c011c11b2
Courtney Turner,74.0,,,,56f4b81ec4db61af
Jalin Turner,75.0,77.0,Southpaw,1995-05-18,4d8fa64202cee4c1
Austin Tweedy,69.0,,Orthodox,,885adaff8fe15cf7
Marcin Tybura,75.0,78.0,Orthodox,,c9cf753cfdf77fc2
Alberto Uda,75.0,,Orthodox,,8f2deefe8c5dfb5d
Ryuki Ueyama,71.0,,Southpaw,,bcd124bcd3d5be46
Christian Uflacker,71.0,,,,10ccf4ec9913cadc
Andy Uhrich,72.0,,,,4a1a492f299581d9
Tagir Ulanbekov,67.0,70.0,Southpaw,,f00ac08ab056af5d
Carlos Ulberg,76.0,77.0,Orthodox,,9014c02eff8b3d62
Gasan Umalatov,71.0,71.0,Orthodox,,7a39bbac8cc0fa70
Jeremy Umphries,,,,,4793a2d90f5ab8ae
Zach Underwood,74.0,,,,1e310618d02ff93b
Caol Uno,67.0,70.0,Southpaw,1975-05-08,eb1723480fa2f96c
Kengo Ura,69.0,,,,58258914525740a5
Logan Urban,72.0,72.0,Orthodox,,5e23f30e9c6ed74e
Hector Urbina,71.0,73.0,Orthodox,,4b8fb0453a596b8e
Elias Urbina,75.0,77.0,Southpaw,,47fcdcaccb58ca80
Gilbert Urbina,75.0,75.0,Orthodox,,b12fb759e02378de
Nick Urso,66.0,66.0,Southpaw,,e78c4c3d329c531b
Yasuhiro Urushitani,65.0,,Southpaw,,c34e5849184b08c3
Kamaru Usman,72.0,76.0,Switch,1987-05-11,f1b2aa7853d1ed6e
Darren Uyenoyama,66.0,65.0,Orthodox,,6546af7ab545b90c
Richie Vaculik,66.0,69.0,Orthodox,,54578e5927adea53
Egidijus Valavicius,72.0,,Orthodox,,fc1868f56d3036eb
Genaro Valdez,69.0,72.0,Orthodox,,cda1099995b46cc2
Charlie Valencia,63.0,64.0,Orthodox,,8a0be41c0380188d
Victor Valenzuela,70.0,,,,de277a4abcfeea46
Timur Valiev,66.0,67.0,Orthodox,,45e738622ea2c02c
Victor Valimaki,72.0,,Orthodox,,663b76da637402c3
Andrew Valladerez,,,,,2a898bf9fb7710b3
Isaac Vallie-Flagg,68.0,70.0,Orthodox,,c295de4e10acd4c9
Mike van Arsdale,74.0,,Switch,,2ee09ec2a0695eb9
Matt Van Buren,77.0,,,,7b39035fae7268b8
Brianna Van Buren,60.0,62.0,Southpaw,,b53c46f613f6f248
Ron van Clief,70.0,,Orthodox,,23ab42947c1990e3
Lloyd Van Dams,73.0,,Southpaw,,02177caefe7c07d4
Cameron VanCamp,74.0,,Switch,,87e2468b986ebb79
Chad Vance,72.0,,Orthodox,,26d61e92a6069cd2
Jared Vanderaa,76.0,80.0,Orthodox,1992-05-12,2b68d9f125d07b42
Austin Vanderford,71.0,,Orthodox,,32c3ee378671a5d9
Lando Vannata,69.0,71.0,Orthodox,,f9b200db02b488d9
Paige VanZant,64.0,65.0,Orthodox,,4d5197f331c47290
Paul Varelans,80.0,,Orthodox,,07a18ae55dfc3cd9
Kazula Vargas,68.0,71.0,Southpaw,,ec18eb918121787c
Jamie Varner,68.0,71.0,Orthodox,,a54fc2d6fc224dc3
Guilherme Vasconcelos,72.0,,Orthodox,,d6d5da3c209884bc
Linton Vassell,76.0,,,,a148dfe3485be79d
Billy Vaughan,66.0,,,,61428ed51f5ff465
Yuri Vaulin,76.0,,Southpaw,,4679a38cced7c64a
Javier Vazquez,67.0,69.0,Southpaw,,be5cfd73617a5b1a
Manny Vazquez,70.0,72.0,Orthodox,,8d4d25fd9218860b
Matt Veach,71.0,,Orthodox,1981-05-31,5731cc327790b731
Joe Vedepo,72.0,,Orthodox,,d35c3ed553b71fa2
Kelly Velasco,69.0,,Orthodox,1995-05-21,93c9897f0f9f5dab
Cain Velasquez,73.0,77.0,Orthodox,,0ff11cc094e887bc
David Velasquez,65.0,,Orthodox,,09c44b317c98bf96
Bojan Velickovic,72.0,76.0,Southpaw,,fcce75a25c14a804
Karlos Vemola,72.0,75.0,Orthodox,,d23ccf4a6c221284
Luigi Vendramini,68.0,73.0,Orthodox,,2f1a257d6777096d
Jerrel Venetiaan,73.0,,Orthodox,,602bb270f2bdbf02
Scott Ventimiglia,71.0,,,,6e62bb64f7cc5026
Brandon Vera,75.0,78.0,Orthodox,,fa315e6c77eee106
Kerry Vera,67.0,,Orthodox,,df0a1c1e11ad199b
Marlon Vera,68.0,70.0,Switch,,7c7332319c14094c
Ernie Verdicia,71.0,,Orthodox,,2b1587a3376ab743
Joe Veres,67.0,,Orthodox,,c6d8ae3b016d5ad5
Nikolay Veretennikov,73.0,74.0,Orthodox,,0f1efce7d2571d10
CJ Vergara,66.0,68.0,Orthodox,,077e3ace32b72be9
Renato Verissimo,73.0,,Orthodox,,c24b1db4b809d41b
Bryan Vetell,75.0,,Southpaw,,13a0fb8fbdafb54f
