event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,fighter_x,height_x,reach_x,stance_x,dob_x,fighter_id_x,fighter_y,height_y,reach_y,stance_y,dob_y,fighter_id_y
UFC Fight Night: Shogun vs Henderson 2,0.0,lhw,dec_spl,3,300,8e87b33bea7c5da9,Francimar Barroso,Hans Stringer,2014-03-23,2.0,2.0,4.0,2.0,1.0,3.0,Francimar Barroso,73.0,75.0,Orthodox,,b69f24c500d783e7,Hans Stringer,75.0,,Orthodox,,523f6ad11dbe9b53
UFC Fight Night: Bisping vs Leites,1.0,ftw,ko_tko,1,184,3bb7210200d90d90,Robert Whiteford,Paul Redmond,2015-07-18,1.0,1.0,2.0,2.0,0.0,2.0,Robert Whiteford,69.0,69.0,Southpaw,,1dafccb62a0f98ec,Paul Redmond,70.0,,Orthodox,,3f56b99447f00607
UFC on FOX: Gustafsson vs Johnson,1.0,ftw,dec_una,3,300,c740ceb0427b6317,Mirsad Bektic,Paul Redmond,2015-01-24,3.0,4.0,7.0,2.0,0.0,2.0,Mirsad Bektic,68.0,70.0,Orthodox,,cbd3e590a85b18c5,Paul Redmond,70.0,,Orthodox,,3f56b99447f00607
UFC Fight Night: Mir vs Duffee,1.0,hw,ko_tko,1,73,3b83ec99accfd271,Frank Mir,Todd Duffee,2015-07-15,3.0,4.0,7.0,1.0,1.0,2.0,Frank Mir,75.0,79.0,Southpaw,1979-05-24,1ff9589f9065a9ed,Todd Duffee,75.0,78.0,Orthodox,,bda04c573563cc2e
UFC 155: Dos Santos vs Velasquez II,0.0,hw,ko_tko,1,124,84500d5c1aba97a2,Philip De Fries,Todd Duffee,2012-12-29,1.0,1.0,2.0,1.0,1.0,2.0,Philip De Fries,77.0,79.0,Orthodox,,6ef65b6a152e49d5,Todd Duffee,75.0,78.0,Orthodox,,bda04c573563cc2e
UFC Fight Night: Mir vs Duffee,1.0,ww,dec_una,3,300,464133df9ca19865,Alan Jouban,Matt Dwyer,2015-07-15,3.0,5.0,8.0,2.0,1.0,3.0,Alan Jouban,72.0,73.0,Southpaw,,cf65d56b0755ed3b,Matt Dwyer,76.0,76.0,Orthodox,,8f0d576beba1cfcd
UFC Fight Night: Bigfoot vs Mir,0.0,ww,ko_tko,1,194,ec659c4e19f62700,William Macario,Matt Dwyer,2015-02-22,2.0,1.0,3.0,2.0,1.0,3.0,William Macario,71.0,75.0,Orthodox,,ed74afc8b5b47a61,Matt Dwyer,76.0,76.0,Orthodox,,8f0d576beba1cfcd
UFC Fight Night: MacDonald vs Saffiedine,1.0,ww,ko_tko,1,63,4664432c0d592411,Albert Tumenov,Matt Dwyer,2014-10-04,1.0,1.0,2.0,2.0,1.0,3.0,Albert Tumenov,71.0,73.0,Orthodox,,ff6a1f63c254127e,Matt Dwyer,76.0,76.0,Orthodox,,8f0d576beba1cfcd
UFC Fight Night: Mir vs Duffee,1.0,mw,dec_una,3,300,a16d8d0cc93372c4,Kevin Casey,Ildemar Alcantara,2015-07-15,0.0,1.0,1.0,2.0,2.0,4.0,Kevin Casey,71.0,77.0,Southpaw,,8d9586726252dbf7,Ildemar Alcantara,74.0,78.0,Orthodox,,7c6e87729e824ef4
UFC 183: Silva vs Diaz,0.0,mw,dec_spl,3,300,5b0ebb843af7465e,Richardson Moreira,Ildemar Alcantara,2015-01-31,1.0,0.0,1.0,2.0,2.0,4.0,Richardson Moreira,74.0,,Orthodox,,9147679e1a4ad4a3,Ildemar Alcantara,74.0,78.0,Orthodox,,7c6e87729e824ef4
UFC 175: Weidman vs Machida,1.0,ww,dec_una,3,300,f206143bb9347444,Kenny Robertson,Ildemar Alcantara,2014-07-05,1.0,3.0,4.0,2.0,2.0,4.0,Kenny Robertson,70.0,74.0,Orthodox,,6e0273f9478be71e,Ildemar Alcantara,74.0,78.0,Orthodox,,7c6e87729e824ef4
UFC on FX: Belfort vs Bisping,0.0,lhw,sub,2,159,c7ad34973f9d1cf6,Wagner Prado,Ildemar Alcantara,2013-01-19,1.0,0.0,1.0,2.0,2.0,4.0,Wagner Prado,72.0,74.0,Southpaw,,7f6ef4e1227600bc,Ildemar Alcantara,74.0,78.0,Orthodox,,7c6e87729e824ef4
UFC 189: Mendes vs McGregor,1.0,ww,sub,1,174,4b997af9fb321123,Gunnar Nelson,Brandon Thatch,2015-07-11,3.0,7.0,10.0,2.0,2.0,4.0,Gunnar Nelson,71.0,72.0,Switch,,fd55393021a8c255,Brandon Thatch,74.0,74.0,Switch,,638cfec7ec559d6e
UFC Fight Night: Henderson vs Thatch,1.0,ww,sub,4,238,fb5ce6329f243d8b,Benson Henderson,Brandon Thatch,2015-02-14,1.0,4.0,5.0,2.0,2.0,4.0,Benson Henderson,69.0,70.0,Southpaw,,2676b28836a5a836,Brandon Thatch,74.0,74.0,Switch,,638cfec7ec559d6e
UFC Fight Night: Belfort vs Henderson 2,0.0,ww,ko_tko,1,130,8de959ac3c3eeb85,Paulo Thiago,Brandon Thatch,2013-11-09,5.0,3.0,8.0,2.0,2.0,4.0,Paulo Thiago,71.0,74.0,Orthodox,,30a09e43f15f1d75,Brandon Thatch,74.0,74.0,Switch,,638cfec7ec559d6e
UFC Fight Night: Condit vs Kampmann 2,0.0,ww,ko_tko,1,83,964eb53864554ed0,Justin Edwards,Brandon Thatch,2013-08-28,1.0,1.0,2.0,2.0,2.0,4.0,Justin Edwards,70.0,70.0,Orthodox,,e56daf7725a0b5ab,Brandon Thatch,74.0,74.0,Switch,,638cfec7ec559d6e
UFC 189: Mendes vs McGregor,1.0,bw,dec_una,3,300,8c8c2499d89da07c,Cody Garbrandt,Henry Briones,2015-07-11,1.0,4.0,5.0,1.0,0.0,1.0,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994,Henry Briones,68.0,69.0,Orthodox,,01fcef7e3d051722
UFC Fight Night: Machida vs Romero,1.0,mw,sub,3,277,5b51610a9c8c88ef,Antonio Carlos Junior,Eddie Gordon,2015-06-27,2.0,5.0,7.0,1.0,0.0,1.0,Antonio Carlos Junior,74.0,79.0,Orthodox,,52e76bb4b3e852f3,Eddie Gordon,72.0,76.0,Orthodox,,8cad40a75e5c97f5
UFC Fight Night: Machida vs Romero,1.0,ftw,dec_spl,3,300,72d6996a60856b5f,Hacran Dias,Levan Makashvili,2015-06-27,3.0,1.0,4.0,1.0,1.0,2.0,Hacran Dias,68.0,69.0,Orthodox,,ed209f6618c82e41,Levan Makashvili,68.0,68.0,Orthodox,,938ad489fb7a1f31
UFC Fight Night: Edgar vs Faber,0.0,ftw,dec_spl,3,300,4702ef17c48bf1d1,Mark Eddiva,Levan Makashvili,2015-05-16,1.0,0.0,1.0,1.0,1.0,2.0,Mark Eddiva,68.0,68.0,Orthodox,,40ff198adda94b9f,Levan Makashvili,68.0,68.0,Orthodox,,938ad489fb7a1f31
UFC Fight Night: Machida vs Romero,1.0,ww,dec_una,3,300,fd80d6d9f4e54387,Alex Oliveira,Joe Merritt,2015-06-27,6.0,7.0,13.0,1.0,0.0,1.0,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a,Joe Merritt,72.0,,Orthodox,,e82d5f54daa85a7e
UFC Fight Night: Machida vs Romero,1.0,ww,dec_una,3,300,babfd62f1d4a43a8,Leandro Silva,Lewis Gonzalez,2015-06-27,0.0,2.0,2.0,1.0,0.0,1.0,Leandro Silva,69.0,72.0,Orthodox,,159da492e000afbf,Lewis Gonzalez,70.0,,Orthodox,,2ff2e6e5abea3e53
UFC Fight Night: Jedrzejczyk vs Penne,0.0,ftw,dec_maj,3,300,7045f8c1d5f6abff,Niklas Backstrom,Noad Lahat,2015-06-20,2.0,0.0,2.0,1.0,2.0,3.0,Niklas Backstrom,73.0,,Orthodox,,39cc64bf0a269db9,Noad Lahat,69.0,69.0,Orthodox,,9f755fb04cc21499
UFC on FOX: Lawler vs Brown,0.0,ftw,dec_una,3,300,55b3724a98c0469c,Steven Siler,Noad Lahat,2014-07-26,2.0,3.0,5.0,1.0,2.0,3.0,Steven Siler,71.0,70.0,Orthodox,,d188a3b817860ec6,Noad Lahat,69.0,69.0,Orthodox,,9f755fb04cc21499
UFC Fight Night: Shogun vs Henderson 2,1.0,ftw,ko_tko,1,159,8f120352072bd5ed,Godofredo Pepey,Noad Lahat,2014-03-23,2.0,5.0,7.0,1.0,2.0,3.0,Godofredo Pepey,67.0,73.0,Orthodox,,fa37628269132d1a,Noad Lahat,69.0,69.0,Orthodox,,9f755fb04cc21499
UFC Fight Night: Jedrzejczyk vs Penne,1.0,mw,ko_tko,1,172,e00da416750f75a9,Scott Askham,Antonio Dos Santos,2015-06-20,2.0,2.0,4.0,2.0,0.0,2.0,Scott Askham,75.0,75.0,Southpaw,1988-05-20,06827d70c53ff0d9,Antonio Dos Santos,70.0,,Orthodox,,81b8b3fb019dc69d
UFC Fight Night: Machida vs Dollaway,1.0,mw,ko_tko,2,61,317e6940e8bf5290,Daniel Sarafian,Antonio Dos Santos,2014-12-20,3.0,2.0,5.0,2.0,0.0,2.0,Daniel Sarafian,69.0,73.0,Orthodox,,7e47047d0971d566,Antonio Dos Santos,70.0,,Orthodox,,81b8b3fb019dc69d
UFC 188: Velasquez vs Werdum,0.0,ww,dec_una,3,300,ac2887a0855a3266,Augusto Montano,Cathal Pendred,2015-06-13,2.0,1.0,3.0,0.0,1.0,1.0,Augusto Montano,73.0,73.0,Orthodox,,94508d80e1f885fc,Cathal Pendred,73.0,75.0,Orthodox,,99c7610aa74995d3
UFC 188: Velasquez vs Werdum,1.0,ftw,dec_una,3,300,0452dd001f4adb6e,Gabriel Benitez,Clay Collard,2015-06-13,6.0,6.0,12.0,1.0,1.0,2.0,Gabriel Benitez,68.0,71.0,Southpaw,,436f970c9ea9169c,Clay Collard,71.0,73.0,Orthodox,,cc900c6a71ed23f3
UFC 181: Hendricks vs Lawler II,0.0,ftw,dec_una,3,300,bf1a7590c455bc7b,Alex White,Clay Collard,2014-12-06,2.0,1.0,3.0,1.0,1.0,2.0,Alex White,72.0,71.0,Southpaw,,c17041f1bb5768d8,Clay Collard,71.0,73.0,Orthodox,,cc900c6a71ed23f3
UFC Fight Night: Boetsch vs Henderson,1.0,lw,sub,3,298,3caa22209cb559b7,Joe Proctor,Justin Edwards,2015-06-06,2.0,2.0,4.0,4.0,1.0,5.0,Joe Proctor,70.0,72.0,Orthodox,,a36556bb1565e32d,Justin Edwards,70.0,70.0,Orthodox,,e56daf7725a0b5ab
UFC Fight Night: Rockhold vs Philippou,1.0,lw,dec_una,3,300,bbb810f50d60b31a,Ramsey Nijem,Justin Edwards,2014-01-15,4.0,5.0,9.0,4.0,1.0,5.0,Ramsey Nijem,71.0,75.0,Orthodox,,22aa91e402d0fe1f,Justin Edwards,70.0,70.0,Orthodox,,e56daf7725a0b5ab
UFC on FX: Browne vs Bigfoot,0.0,ww,sub,1,45,b56d1822b9f9a35f,Josh Neer,Justin Edwards,2012-10-05,1.0,1.0,2.0,4.0,1.0,5.0,Josh Neer,71.0,72.0,Orthodox,,d1a1314976c50bef,Justin Edwards,70.0,70.0,Orthodox,,e56daf7725a0b5ab
UFC 138: Leben vs Munoz,1.0,ww,dec_una,3,300,e623355d7f897b92,John Maguire,Justin Edwards,2011-11-05,0.0,1.0,1.0,4.0,1.0,5.0,John Maguire,69.0,69.0,Southpaw,1983-05-19,1a7745388839e52b,Justin Edwards,70.0,70.0,Orthodox,,e56daf7725a0b5ab
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,1.0,ww,dec_spl,3,300,33005a28b1226d15,Clay Harvison,Justin Edwards,2011-06-04,1.0,1.0,2.0,4.0,1.0,5.0,Clay Harvison,73.0,74.0,Orthodox,,83a477a7dba1ca58,Justin Edwards,70.0,70.0,Orthodox,,e56daf7725a0b5ab
UFC Fight Night: Boetsch vs Henderson,1.0,bw,sub,1,154,5a36c9362552e0dc,Jose Quinonez,Leonardo Morales,2015-06-06,0.0,4.0,4.0,1.0,0.0,1.0,Jose Quinonez,68.0,69.0,Southpaw,,36549928f90f1d36,Leonardo Morales,68.0,,Southpaw,,45230be0641f3f53
UFC Fight Night: Condit vs Alves,1.0,lhw,dec_una,3,300,6a9ea8e420a52a21,Francimar Barroso,Ryan Jimmo,2015-05-30,2.0,2.0,4.0,4.0,1.0,5.0,Francimar Barroso,73.0,75.0,Orthodox,,b69f24c500d783e7,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
UFC 174: Johnson vs Bagautinov,1.0,lhw,ko_tko,2,130,db747a157e1f264b,Ovince Saint Preux,Ryan Jimmo,2014-06-14,7.0,9.0,16.0,4.0,1.0,5.0,Ovince Saint Preux,75.0,80.0,Southpaw,,50db8711c70196cd,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
UFC Fight Night: Machida vs Munoz,1.0,lhw,ko_tko,2,281,c33671cab408184b,Jimi Manuwa,Ryan Jimmo,2013-10-26,4.0,4.0,8.0,4.0,1.0,5.0,Jimi Manuwa,73.0,79.0,Orthodox,,1e1dbd1cc5a7469e,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
UFC on FUEL TV: Barao vs McDonald,1.0,lhw,dec_una,3,300,635ef1f12a60e9d7,James Te Huna,Ryan Jimmo,2013-02-16,2.0,5.0,7.0,4.0,1.0,5.0,James Te Huna,74.0,75.0,Orthodox,,f5431394fb284bb9,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
UFC 149: Faber vs Barao,0.0,lhw,ko_tko,1,7,ec5e9ce2be2e1586,Anthony Perosh,Ryan Jimmo,2012-07-21,3.0,2.0,5.0,4.0,1.0,5.0,Anthony Perosh,75.0,75.0,Orthodox,,4b4753d19489297f,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
UFC Fight Night: Condit vs Alves,1.0,lw,dec_una,3,300,d4a309663a4da799,Francisco Trinaldo,Norman Parke,2015-05-30,3.0,15.0,18.0,1.0,0.0,1.0,Francisco Trinaldo,69.0,70.0,Southpaw,,a8283a4f415e1eb9,Norman Parke,71.0,70.0,Southpaw,,14ff46596ad80609
UFC 187: Johnson vs Cormier,1.0,flw,dec_una,3,300,419d8143afbcd61c,Justin Scoggins,Josh Sampo,2015-05-23,3.0,1.0,4.0,3.0,0.0,3.0,Justin Scoggins,67.0,66.0,Southpaw,1992-05-02,9fa568ad2bf2cb0b,Josh Sampo,64.0,64.0,Orthodox,,f65dcb22dada2223
UFC Fight Night: McGregor vs Brandao,1.0,flw,sub,1,186,e554e9910cb83d49,Paddy Holohan,Josh Sampo,2014-07-19,2.0,3.0,5.0,3.0,0.0,3.0,Paddy Holohan,70.0,69.0,Orthodox,1988-05-03,6e7c758f5cdec01a,Josh Sampo,64.0,64.0,Orthodox,,f65dcb22dada2223
UFC 170: Rousey vs McMann,1.0,flw,dec_una,3,300,1a8b815679bc89b8,Zach Makovsky,Josh Sampo,2014-02-22,1.0,2.0,3.0,3.0,0.0,3.0,Zach Makovsky,64.0,64.0,Southpaw,,57ab4d7c0bc09a30,Josh Sampo,64.0,64.0,Orthodox,,f65dcb22dada2223
UFC Fight Night: Edgar vs Faber,1.0,mw,dec_una,3,300,1caec47dc08613a7,Gegard Mousasi,Constantinos Philippou,2015-05-16,1.0,5.0,6.0,2.0,4.0,6.0,Gegard Mousasi,74.0,76.0,Orthodox,,232c582f29f8f65e,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
UFC Fight Night: Rockhold vs Philippou,1.0,mw,ko_tko,1,151,0f3e6876516edeaf,Luke Rockhold,Constantinos Philippou,2014-01-15,0.0,4.0,4.0,2.0,4.0,6.0,Luke Rockhold,75.0,77.0,Southpaw,,00e11b5c8b7bfeeb,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
UFC 155: Dos Santos vs Velasquez II,0.0,mw,ko_tko,3,131,526790a5b3c4b5a2,Tim Boetsch,Constantinos Philippou,2012-12-29,5.0,4.0,9.0,2.0,4.0,6.0,Tim Boetsch,72.0,74.0,Orthodox,,c80095f6092271a7,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
UFC on FX: Alves vs Kampmann,0.0,mw,dec_una,3,300,01e5e4099f03f20e,Court McGee,Constantinos Philippou,2012-03-02,9.0,8.0,17.0,2.0,4.0,6.0,Court McGee,71.0,75.0,Orthodox,,523fa774700d7d3f,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
UFC 140: Jones vs Machida,0.0,mw,ko_tko,1,191,76d18b94f580be6e,Jared Hamman,Constantinos Philippou,2011-12-10,4.0,0.0,4.0,2.0,4.0,6.0,Jared Hamman,75.0,75.0,Orthodox,,23459ee7e373b98f,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
UFC 133: Evans vs Ortiz 2,0.0,mw,dec_spl,3,300,04df2fbb108b23c1,Jorge Rivera,Constantinos Philippou,2011-08-06,1.0,1.0,2.0,2.0,4.0,6.0,Jorge Rivera,73.0,73.0,Orthodox,,cb46dface0e28a2c,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
UFC Fight Night: Edgar vs Faber,1.0,mw,dec_una,3,300,3b463d688d598a72,Mark Munoz,Luke Barnatt,2015-05-16,4.0,4.0,8.0,1.0,0.0,1.0,Mark Munoz,72.0,71.0,Orthodox,,179f1948dc234f1f,Luke Barnatt,78.0,77.0,Orthodox,,172c2135e70f87b7
UFC Fight Night: Edgar vs Faber,1.0,ftw,dec_spl,3,300,093ca77f7f7219f6,Phillipe Nover,Yui Chul Nam,2015-05-16,0.0,1.0,1.0,1.0,1.0,2.0,Phillipe Nover,69.0,72.0,Orthodox,,64360e618823a8e4,Yui Chul Nam,69.0,,Orthodox,,a00ec21cfbba17b6
UFC Fight Night: Kim vs Hathaway,0.0,lw,dec_spl,3,300,c53a5dca56870ea5,Kazuki Tokudome,Yui Chul Nam,2014-03-01,2.0,0.0,2.0,1.0,1.0,2.0,Kazuki Tokudome,71.0,73.0,Southpaw,,c4af2feb4b58bc3b,Yui Chul Nam,69.0,,Orthodox,,a00ec21cfbba17b6
UFC Fight Night: Edgar vs Faber,1.0,bw,ko_tko,2,299,80551dceed42e7ab,Guangyou Ning,Royston Wee,2015-05-16,1.0,1.0,2.0,1.0,1.0,2.0,Guangyou Ning,64.0,64.0,Southpaw,,2c1170b825f58e57,Royston Wee,67.0,67.0,Orthodox,,b9c03e7a4557e542
UFC Fight Night: Bisping vs Le,0.0,bw,dec_spl,3,300,fe1130f34dea28d8,Yao Zhikui,Royston Wee,2014-08-23,3.0,0.0,3.0,1.0,1.0,2.0,Yao Zhikui,65.0,64.0,Orthodox,,5ea918ea81b7dee2,Royston Wee,67.0,67.0,Orthodox,,b9c03e7a4557e542
UFC Fight Night: Edgar vs Faber,0.0,flw,dec_spl,3,300,c13b2493018fc98b,Nolan Ticman,Yao Zhikui,2015-05-16,2.0,0.0,2.0,0.0,1.0,1.0,Nolan Ticman,66.0,,Orthodox,1988-05-17,9eb069062a0cfc13,Yao Zhikui,65.0,64.0,Orthodox,,5ea918ea81b7dee2
UFC Fight Night: Miocic vs Hunt,1.0,ww,dec_spl,3,300,43baf5b905686ebf,Kyle Noke,Jonavin Webb,2015-05-09,4.0,4.0,8.0,1.0,0.0,1.0,Kyle Noke,73.0,76.0,Southpaw,,7339d340aa2889cb,Jonavin Webb,70.0,,Orthodox,,f40ec51dd4de47c3
UFC Fight Night: Miocic vs Hunt,1.0,wsw,sub,1,249,e4549c57faca7a64,Bec Rawlings,Lisa Ellis,2015-05-09,3.0,2.0,5.0,2.0,0.0,2.0,Bec Rawlings,66.0,64.0,Orthodox,,907e60fd13407e1e,Lisa Ellis,64.0,,,,77350fd0e6d1dba8
The Ultimate Fighter: A Champion Will Be Crowned Finale,1.0,wsw,sub,2,185,e1cfe75b3a8fe709,Felice Herrig,Lisa Ellis,2014-12-12,3.0,4.0,7.0,2.0,0.0,2.0,Felice Herrig,64.0,65.0,Orthodox,,b6850671a008bf9a,Lisa Ellis,64.0,,,,77350fd0e6d1dba8
UFC Fight Night: Miocic vs Hunt,0.0,mw,sub,2,294,8a39075a9ffaa971,Dylan Andrews,Brad Scott,2015-05-09,3.0,2.0,5.0,0.0,1.0,1.0,Dylan Andrews,73.0,74.0,Switch,,00debc804e2b1cd4,Brad Scott,73.0,76.0,Orthodox,,34e552520a934063
UFC 186: Johnson vs Horiguchi,1.0,wbw,sub,2,187,6b532f492e98d22f,Alexis Davis,Sarah Kaufman,2015-04-25,3.0,7.0,10.0,1.0,0.0,1.0,Alexis Davis,66.0,68.0,Orthodox,,4c2d90e335e6df19,Sarah Kaufman,65.0,66.0,Orthodox,,36df8e119aec6175
UFC 186: Johnson vs Horiguchi,1.0,lw,sub,3,95,0590fb4acc06fa93,Olivier Aubin-Mercier,David Michaud,2015-04-25,3.0,5.0,8.0,1.0,0.0,1.0,Olivier Aubin-Mercier,69.0,70.0,Southpaw,,55ee431411ccf07a,David Michaud,69.0,,Orthodox,,49f4b511932f71e9
UFC 186: Johnson vs Horiguchi,1.0,ww,dec_una,3,300,059dcd0b3b8e0a3f,Nordine Taleb,Chris Clements,2015-04-25,3.0,5.0,8.0,1.0,2.0,3.0,Nordine Taleb,73.0,74.0,Orthodox,,49858bf46dabf6fb,Chris Clements,70.0,70.0,Orthodox,,e5ecaf884b6da2bc
UFC Fight Night: Rockhold vs Bisping,0.0,ww,ko_tko,1,186,681d77e5d5c0f0ee,Vik Grujic,Chris Clements,2014-11-07,2.0,0.0,2.0,1.0,2.0,3.0,Vik Grujic,71.0,73.0,Orthodox,,1e7483dbff40b84b,Chris Clements,70.0,70.0,Orthodox,,e5ecaf884b6da2bc
UFC 145: Jones vs Evans,0.0,ww,dec_spl,3,300,06eb7492a27bb19a,Keith Wisniewski,Chris Clements,2012-04-21,2.0,0.0,2.0,1.0,2.0,3.0,Keith Wisniewski,72.0,,Orthodox,,cd12227edd3f134b,Chris Clements,70.0,70.0,Orthodox,,e5ecaf884b6da2bc
UFC 186: Johnson vs Horiguchi,1.0,wsw,dec_una,3,300,ab475a3a4487d6d3,Randa Markos,Aisling Daly,2015-04-25,6.0,5.0,11.0,1.0,0.0,1.0,Randa Markos,64.0,63.0,Orthodox,,4a57ebb14315b251,Aisling Daly,62.0,64.0,Orthodox,,e50cd77732d39967
UFC on FOX: Machida vs Rockhold,0.0,ftw,sub,3,238,f22d193f3ab42bc5,Cub Swanson,Max Holloway,2015-04-18,6.0,13.0,19.0,3.0,4.0,7.0,Cub Swanson,68.0,70.0,Orthodox,,d247691a6c0e9034,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC Fight Night: Nelson vs Story,0.0,ftw,ko_tko,1,191,ca16e203eb2bde60,Akira Corassani,Max Holloway,2014-10-04,2.0,2.0,4.0,3.0,4.0,7.0,Akira Corassani,68.0,68.0,Orthodox,,3f52ce18fb98008f,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC Fight Night: Shogun vs Sonnen,1.0,ftw,dec_una,3,300,5d839e4eda09d6e4,Conor McGregor,Max Holloway,2013-08-17,1.0,4.0,5.0,3.0,4.0,7.0,Conor McGregor,69.0,74.0,Southpaw,,f4c49976c75c5ab2,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC 160: Velasquez vs Silva 2,1.0,ftw,dec_spl,3,300,149a0b38fa02e647,Dennis Bermudez,Max Holloway,2013-05-25,5.0,9.0,14.0,3.0,4.0,7.0,Dennis Bermudez,66.0,66.0,Orthodox,,6f242453c91a5af0,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC 155: Dos Santos vs Velasquez II,0.0,ftw,dec_spl,3,300,a551d93167533459,Leonard Garcia,Max Holloway,2012-12-29,4.0,0.0,4.0,3.0,4.0,7.0,Leonard Garcia,70.0,68.0,Orthodox,,917e53fa0adea0d3,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC 150: Henderson vs Edgar II,0.0,ftw,ko_tko,2,289,42f11b82d67585af,Justin Lawrence,Max Holloway,2012-08-11,2.0,1.0,3.0,3.0,4.0,7.0,Justin Lawrence,68.0,67.0,Orthodox,1990-05-15,879f6cae48d25baa,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC 143: Diaz vs Condit,1.0,ftw,sub,1,203,099a2db0470d456b,Dustin Poirier,Max Holloway,2012-02-04,3.0,18.0,21.0,3.0,4.0,7.0,Dustin Poirier,69.0,72.0,Southpaw,,029eaff01e6bb8f0,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
UFC on FOX: Machida vs Rockhold,1.0,ftw,tko_doc,1,300,4785bf265d05d85f,Diego Brandao,Jimy Hettes,2015-04-18,2.0,4.0,6.0,2.0,1.0,3.0,Diego Brandao,67.0,64.0,Orthodox,1987-05-27,c2e3e67b5911bfb7,Jimy Hettes,69.0,71.0,Southpaw,,893d51aaf024eddd
UFC 171: Hendricks vs Lawler,1.0,ftw,ko_tko,3,177,639013929b61e834,Dennis Bermudez,Jimy Hettes,2014-03-15,5.0,9.0,14.0,2.0,1.0,3.0,Dennis Bermudez,66.0,66.0,Orthodox,,6f242453c91a5af0,Jimy Hettes,69.0,71.0,Southpaw,,893d51aaf024eddd
UFC 141: Lesnar vs Overeem,0.0,ftw,dec_una,3,300,eeef3df8adb8acc7,Nam Phan,Jimy Hettes,2011-12-30,3.0,0.0,3.0,2.0,1.0,3.0,Nam Phan,66.0,70.0,Orthodox,,80dbeb1dd5b53e64,Jimy Hettes,69.0,71.0,Southpaw,,893d51aaf024eddd
UFC Fight Night: Gonzaga vs Cro Cop 2,0.0,hw,ko_tko,3,210,6a7892754af30685,Gabriel Gonzaga,Mirko Filipovic,2015-04-11,2.0,5.0,7.0,1.0,1.0,2.0,Gabriel Gonzaga,74.0,76.0,Orthodox,1979-05-18,270b89c00ef0c55c,Mirko Filipovic,74.0,73.0,Southpaw,,c32fb8c0f6471a4d
UFC 119: Mir vs Cro Cop,1.0,hw,ko_tko,3,242,301b145c186635de,Frank Mir,Mirko Filipovic,2010-09-25,3.0,4.0,7.0,1.0,1.0,2.0,Frank Mir,75.0,79.0,Southpaw,1979-05-24,1ff9589f9065a9ed,Mirko Filipovic,74.0,73.0,Southpaw,,c32fb8c0f6471a4d
UFC Fight Night: Gonzaga vs Cro Cop 2,1.0,ww,dec_una,3,300,63c08ecea35e8bee,Pawel Pawlak,Sheldon Westcott,2015-04-11,0.0,1.0,1.0,1.0,0.0,1.0,Pawel Pawlak,72.0,73.0,Orthodox,,9310418684bc896f,Sheldon Westcott,73.0,71.0,Southpaw,,ec2d13a87d3d9541
UFC Fight Night: Gonzaga vs Cro Cop 2,1.0,ftw,dec_una,3,300,8502afcf211973a9,Taylor Lapilus,Rocky Lee,2015-04-11,0.0,4.0,4.0,1.0,0.0,1.0,Taylor Lapilus,66.0,73.0,Southpaw,,8b1ed83b02303075,Rocky Lee,69.0,,Orthodox,,0d1c163b206e8c5f
UFC Fight Night: Mendes vs Lamas,1.0,ftw,dec_una,3,300,0c25bb24dbb63655,Clay Guida,Robert Peralta,2015-04-04,9.0,10.0,19.0,3.0,2.0,5.0,Clay Guida,67.0,70.0,Orthodox,,c47df9303d318c67,Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
UFC Fight Night: Bader vs Saint Preux,1.0,ftw,sub,1,267,6989466d287b4a57,Thiago Tavares,Robert Peralta,2014-08-16,3.0,5.0,8.0,3.0,2.0,5.0,Thiago Tavares,67.0,70.0,Orthodox,,8a59d346dc976a10,Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
